,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,geometry,closest_hospital_distance,closest_grocery_distance,closest_park_distance,closest_bar_distance,closest_worship_distance,closest_mcdonalds_distance,closest_starbucks_distance,near_hospital,near_grocery,near_park,near_bar,near_worship,near_mcdonalds,near_starbucks,total_population,white_population,black_population,asian_population,total_housing_units,owner_occupied_units,rentor_occupied_units,population_over_age_25,has_bachelors_degree,has_masters_degree,has_professional_degree,state,county,tract,block group,has_doctorate,total_income_known,income_to_poverty_above_200,vehicles,total_population_percent,white_population_percent,black_population_percent,asian_population_percent,total_housing_units_percent,owner_occupied_units_percent,rentor_occupied_units_percent,population_over_age_25_percent,has_bachelors_degree_percent,has_masters_degree_percent,has_professional_degree_percent,has_doctorate_percent,total_income_known_percent,income_to_poverty_above_200_percent,vehicles_percent,less_than_a_bachelors_degree,less_than_a_bachelors_degree_percent,income_to_poverty_under_200,income_to_poverty_under_200_percent,routes
5092,327,1463,L C Simon at Music,,30.025958,-90.054845,,,,,,2,POINT (-90.054845 30.025958),1133.353240423139,977.1798934645276,224.31200340446023,295.08445260527054,466.2772913059848,2798.0031809792213,2420.092381639418,False,False,True,True,False,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5100,328,1464,L C Simon at St Roch,,30.025743,-90.056566,,,,,,2,POINT (-90.056566 30.025743),1163.197499917209,944.0862417319261,223.89514010518874,296.6019327875474,487.5914803678436,2765.104199311385,2387.218321771862,False,False,True,True,False,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5108,329,1465,L C Simon + Mandeville,,30.025472,-90.058786,,,,,,2,POINT (-90.058786 30.025472),1201.7250426576784,901.8590825537929,204.85058734479512,303.4121569678352,447.68896755200825,2723.265174189008,2345.417279365325,False,False,True,True,False,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5116,330,1467,LC Simon Dr. at Milneburg Rd.,,30.02481,-90.063452,,,,,,2,POINT (-90.063452 30.02481),1287.4137637264548,807.0955912394139,199.2473512998616,345.1878646328738,362.6242667765377,2626.893840521705,2249.1077299453805,False,False,True,True,True,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5124,331,1468,LC Simon Dr.  at St. Anthony Ave.,,30.023952,-90.065782,,,,,,2,POINT (-90.065782 30.023952),1355.0913875019826,727.5246477215626,211.59291508133515,431.62639181679725,315.18783960004083,2530.399768898761,2152.470607541681,False,False,True,False,True,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5132,332,1469,L C Simon at Founders,,30.023786,-90.068479,,,,,,2,POINT (-90.068479 30.023786),1396.0140427033064,686.7558271068968,186.47482385703506,446.0355139977773,278.52872263536193,2494.5063965031086,2116.677811180308,False,False,True,False,True,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5140,333,147,Magazine at Antonine,,29.921767,-90.092624,,,,,,2,POINT (-90.092624 29.921767),329.375191120862,354.8342407632895,279.7244582449692,158.6604150193857,94.11304272268475,2201.5165592542603,397.34137660123986,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,334,1470,L C Simon at Pratt,,30.023203,-90.071807,,,,,,2,POINT (-90.071807 30.023203),1465.2294507977736,614.9582588182832,117.53784058112223,510.1514014931973,244.14236186897688,2415.5859059383633,2037.7635272276775,False,False,True,False,True,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5149,335,1471,L C Simon at Caldwell,,30.022403,-90.073307,,,,,,2,POINT (-90.073307 30.022403),1525.5212908788803,558.0521361552848,37.959303557354865,599.9009370880569,266.82524055343106,2330.908829106702,1952.9218687962966,False,False,True,False,True,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5157,341,1479,L C Simon at Caldwell,,30.021989,-90.073128,,,,,,2,POINT (-90.073128 30.021989),1546.8335292519844,544.6830423160092,28.537285125321887,645.6875750490356,298.5500545130927,2294.826180506183,1916.7692399391012,False,False,True,False,True,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5165,342,148,Magazine at Aline,,29.922276,-90.090792,,,,,,2,POINT (-90.090792 29.922276),267.99767909864346,326.36747071082044,219.63848909229586,130.93431712054127,126.44351928457212,2145.5305109443043,418.3553935413925,True,True,True,True,True,False,False,552.0,440.0,102.0,0.0,273.0,178.0,95.0,459.0,150.0,99.0,25.0,22.0,71.0,9600.0,1.0,24.0,552.0,328.0,348.0,1.0,0.7971014492753623,0.18478260869565216,0.0,1.0,0.652014652014652,0.34798534798534797,1.0,0.32679738562091504,0.21568627450980393,0.054466230936819175,0.05228758169934641,1.0,0.5942028985507246,0.6304347826086957,161.0,0.35076252723311546,224.0,0.4057971014492754,
5168,343,1480,L C Simon at Pratt,,30.022761,-90.071897,,,,,,2,POINT (-90.071897 30.022761),1489.3804542276762,591.4939814205371,68.5881000468951,559.276407188339,261.7249837071261,2374.452779829181,1996.4931954948574,False,False,True,False,True,False,False,1050.0,496.0,88.0,20.0,315.0,304.0,11.0,837.0,505.0,79.0,69.0,22.0,71.0,13302.0,1.0,37.0,1050.0,999.0,,1.0,0.4723809523809524,0.0838095238095238,0.01904761904761905,1.0,0.9650793650793651,0.03492063492063492,1.0,0.6033452807646356,0.09438470728793309,0.08243727598566308,0.04420549581839905,1.0,0.9514285714285714,,147.0,0.17562724014336917,51.0,0.04857142857142857,
5176,344,1481,L C Simon at Wainwright,,30.023339,-90.067812,,,,,,2,POINT (-90.067812 30.023339),1410.2262961262634,669.7202143722817,141.4742458504659,496.21492046998435,293.00908392798186,2458.8032060685196,2080.8114628986496,False,False,True,False,True,False,False,663.0,176.0,306.0,58.0,294.0,15.0,279.0,463.0,123.0,28.0,29.0,22.0,71.0,3303.0,2.0,6.0,648.0,205.0,342.0,1.0,0.2654600301659125,0.46153846153846156,0.08748114630467571,1.0,0.05102040816326531,0.9489795918367347,1.0,0.265658747300216,0.06047516198704104,0.06263498920086392,0.012958963282937365,1.0,0.31635802469135804,0.5158371040723982,277.0,0.5982721382289417,443.0,0.683641975308642,
5179,345,1483,LC Simon Dr. at Curie St.,,30.023964,-90.064417,,,,,,2,POINT (-90.064417 30.023964),1337.8593552155658,744.0039240165507,202.23098282954172,433.4981142776396,333.7178819882378,2542.0683282503255,2164.083610202511,False,False,True,False,True,False,False,529.0,78.0,354.0,0.0,298.0,152.0,146.0,445.0,92.0,13.0,0.0,22.0,71.0,3303.0,1.0,0.0,529.0,231.0,279.0,1.0,0.14744801512287334,0.6691871455576559,0.0,1.0,0.5100671140939598,0.4899328859060403,1.0,0.20674157303370785,0.029213483146067417,0.0,0.0,1.0,0.43667296786389415,0.5274102079395085,340.0,0.7640449438202247,298.0,0.5633270321361059,
5182,346,1485,L C Simon at Mandeville,,30.025219,-90.058898,,,,,,2,POINT (-90.058898 30.025219),1213.187983646933,883.7235393542595,216.32571607331337,326.8923781073511,435.70137573984215,2699.234642667318,2321.3185352668356,False,False,True,True,False,False,False,1050.0,180.0,802.0,0.0,361.0,230.0,131.0,700.0,152.0,75.0,0.0,22.0,71.0,2501.0,1.0,0.0,1050.0,503.0,564.0,1.0,0.17142857142857143,0.7638095238095238,0.0,1.0,0.6371191135734072,0.3628808864265928,1.0,0.21714285714285714,0.10714285714285714,0.0,0.0,1.0,0.47904761904761906,0.5371428571428571,477.0,0.6814285714285714,547.0,0.520952380952381,
5185,347,1486,L C Simon at St Roch,,30.025489,-90.056939,,,,,,2,POINT (-90.056939 30.025489),1177.6241359654373,922.9157272031855,227.32932576362222,315.7908131588088,471.4272767026234,2739.0072079802417,2361.0714118246237,False,False,True,True,False,False,False,1050.0,180.0,802.0,0.0,361.0,230.0,131.0,700.0,152.0,75.0,0.0,22.0,71.0,2501.0,1.0,0.0,1050.0,503.0,564.0,1.0,0.17142857142857143,0.7638095238095238,0.0,1.0,0.6371191135734072,0.3628808864265928,1.0,0.21714285714285714,0.10714285714285714,0.0,0.0,1.0,0.47904761904761906,0.5371428571428571,477.0,0.6814285714285714,547.0,0.520952380952381,
5188,348,1487,L C Simon at Music,,30.025767,-90.055342,,,,,,2,POINT (-90.055342 30.025767),1146.676964194892,958.825176736417,239.49505699766928,305.52518356293353,486.5709346958515,2776.7195567136614,2398.7827967373946,False,False,True,True,False,False,False,1050.0,180.0,802.0,0.0,361.0,230.0,131.0,700.0,152.0,75.0,0.0,22.0,71.0,2501.0,1.0,0.0,1050.0,503.0,564.0,1.0,0.17142857142857143,0.7638095238095238,0.0,1.0,0.6371191135734072,0.3628808864265928,1.0,0.21714285714285714,0.10714285714285714,0.0,0.0,1.0,0.47904761904761906,0.5371428571428571,477.0,0.6814285714285714,547.0,0.520952380952381,
5191,349,149,Magazine at Louisiana,,29.922881,-90.089011,,,,,,2,POINT (-90.089011 29.922881),198.3715666077539,301.13899120025576,153.92169489884344,70.05080805344059,96.86852008887614,2079.1839160275254,384.8615457076692,True,True,True,True,True,False,True,552.0,440.0,102.0,0.0,273.0,178.0,95.0,459.0,150.0,99.0,25.0,22.0,71.0,9600.0,1.0,24.0,552.0,328.0,348.0,1.0,0.7971014492753623,0.18478260869565216,0.0,1.0,0.652014652014652,0.34798534798534797,1.0,0.32679738562091504,0.21568627450980393,0.054466230936819175,0.05228758169934641,1.0,0.5942028985507246,0.6304347826086957,161.0,0.35076252723311546,224.0,0.4057971014492754,
5194,351,1493,Hayne at 6240 Hayne,,30.03439,-90.021668,,,,,,2,POINT (-90.021668 30.03439),847.4841111614029,1279.7515133838397,546.6099337794242,988.3820954441551,97.03179187677391,3827.8388959440445,3450.7719008965155,False,False,False,False,True,False,False,1009.0,27.0,982.0,0.0,428.0,159.0,269.0,812.0,154.0,22.0,13.0,22.0,71.0,1724.0,4.0,0.0,1009.0,497.0,549.0,1.0,0.026759167492566897,0.9732408325074331,0.0,1.0,0.37149532710280375,0.6285046728971962,1.0,0.1896551724137931,0.027093596059113302,0.01600985221674877,0.0,1.0,0.49256689791873143,0.5441030723488602,623.0,0.7672413793103449,512.0,0.5074331020812686,
5198,352,1494,Hayne at Lamb,,30.034946,-90.01962,,,,,,2,POINT (-90.01962 30.034946),871.2286874429952,1266.429781385959,600.9732054043071,1053.0204834803178,163.8152657175382,3894.9147916350275,3517.9169589194235,False,False,False,False,True,False,False,1009.0,27.0,982.0,0.0,428.0,159.0,269.0,812.0,154.0,22.0,13.0,22.0,71.0,1724.0,4.0,0.0,1009.0,497.0,549.0,1.0,0.026759167492566897,0.9732408325074331,0.0,1.0,0.37149532710280375,0.6285046728971962,1.0,0.1896551724137931,0.027093596059113302,0.01600985221674877,0.0,1.0,0.49256689791873143,0.5441030723488602,623.0,0.7672413793103449,512.0,0.5074331020812686,
5202,353,1495,Hayne at 6558 Hayne,,30.03564,-90.01733,,,,,,2,POINT (-90.01733 30.03564),909.3485502677551,1258.1706436595016,669.3000289207891,1131.9034890148557,147.8548743606908,3976.7655859029323,3599.877768708904,False,False,False,False,True,False,False,1835.0,68.0,1735.0,0.0,509.0,339.0,170.0,1176.0,161.0,146.0,0.0,22.0,71.0,1724.0,2.0,0.0,1835.0,975.0,978.0,1.0,0.037057220708446865,0.9455040871934605,0.0,1.0,0.6660117878192534,0.33398821218074654,1.0,0.13690476190476192,0.12414965986394558,0.0,0.0,1.0,0.5313351498637602,0.5329700272479564,869.0,0.7389455782312925,860.0,0.46866485013623976,
5206,355,1497,Hayne at Redfish,,30.036791,-90.013662,,,,,,2,POINT (-90.013662 30.036791),985.778812289942,1258.1362161596444,787.5742303805806,1262.8521025970203,11.221895139690067,4111.707564385845,3735.015215696511,False,False,False,False,True,False,False,1835.0,68.0,1735.0,0.0,509.0,339.0,170.0,1176.0,161.0,146.0,0.0,22.0,71.0,1724.0,2.0,0.0,1835.0,975.0,978.0,1.0,0.037057220708446865,0.9455040871934605,0.0,1.0,0.6660117878192534,0.33398821218074654,1.0,0.13690476190476192,0.12414965986394558,0.0,0.0,1.0,0.5313351498637602,0.5329700272479564,869.0,0.7389455782312925,860.0,0.46866485013623976,
5210,357,1499,Hayne at Trout,,30.037939,-90.010751,,,,,,2,POINT (-90.010751 30.037939),1078.5501667424385,1281.6539760451767,903.7080032388224,1388.7214643068432,60.961242822540676,4241.212672845142,3834.6856121597893,False,False,False,False,True,False,False,704.0,114.0,508.0,0.0,289.0,237.0,52.0,644.0,109.0,163.0,0.0,22.0,71.0,1724.0,1.0,2.0,704.0,575.0,,1.0,0.16193181818181818,0.7215909090909091,0.0,1.0,0.8200692041522492,0.17993079584775087,1.0,0.16925465838509315,0.2531055900621118,0.0,0.003105590062111801,1.0,0.8167613636363636,,370.0,0.5745341614906833,129.0,0.18323863636363635,
5214,359,1501,Hayne at Mayo,,30.038933,-90.00783,,,,,,2,POINT (-90.00783 30.038933),1163.2379168819914,1308.2591143605432,1011.3541437550838,1501.840584517991,65.92015549063781,4356.311053006244,3923.796748683799,False,False,False,False,True,False,False,704.0,114.0,508.0,0.0,289.0,237.0,52.0,644.0,109.0,163.0,0.0,22.0,71.0,1724.0,1.0,2.0,704.0,575.0,,1.0,0.16193181818181818,0.7215909090909091,0.0,1.0,0.8200692041522492,0.17993079584775087,1.0,0.16925465838509315,0.2531055900621118,0.0,0.003105590062111801,1.0,0.8167613636363636,,370.0,0.5745341614906833,129.0,0.18323863636363635,
5218,361,1503,Hayne at Edgelake,,30.041038,-90.002267,,,,,,2,POINT (-90.002267 30.041038),1360.9087572203352,1401.7866184912136,1239.9838158823288,1738.720629617865,162.11751422717836,4596.19509046775,4110.065332715553,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,363,1505,Hayne at Gus,,30.042513,-89.998673,,,,,,2,POINT (-89.998673 30.042513),1508.7118320537074,1490.746606694433,1401.285710581481,1903.929768456946,262.63165626103597,4762.605814601105,4240.78108128217,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,364,1506,Hayne at Benson,,30.043349,-89.996799,,,,,,2,POINT (-89.996799 30.043349),1594.9372711430963,1548.6042267049947,1479.9938850990566,1996.8906398069073,235.65955193856186,4855.983846392033,4314.306214094076,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,365,1507,Hayne at Burk,,30.044732,-89.993661,,,,,,2,POINT (-89.993661 30.044732),1739.8294237690277,1651.939610513695,1613.927946273364,2151.568918348481,271.70727715457997,5010.949536066648,4438.266298345152,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,367,1509,Hayne at Trapier,,30.04635,-89.990078,,,,,,2,POINT (-89.990078 30.04635),1912.4046883381593,1783.9115466468133,1776.239113736766,2332.7847588650084,323.01751442435705,5192.023011435361,4585.127491832047,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,368,151,Magazine at Seventh Street,,29.924895,-90.084712,,,,,,2,POINT (-90.084712 29.924895),81.84550377505684,312.1433648217792,132.04082272754331,161.44682297828192,38.35183081154571,1859.1975214395393,153.91821570907283,True,True,True,True,True,False,True,721.0,516.0,191.0,6.0,284.0,173.0,111.0,630.0,172.0,120.0,54.0,22.0,71.0,14200.0,2.0,15.0,721.0,466.0,493.0,1.0,0.7156726768377254,0.26490984743411927,0.008321775312066574,1.0,0.6091549295774648,0.3908450704225352,1.0,0.273015873015873,0.19047619047619047,0.08571428571428572,0.023809523809523808,1.0,0.6463245492371706,0.6837725381414702,275.0,0.4365079365079365,255.0,0.3536754507628294,
5229,369,1510,Hayne at Nazareth Inn,,30.047413,-89.987779,,,,,,2,POINT (-89.987779 30.047413),2027.1588900714776,1875.946211081338,1885.4240992448258,2451.9075617541757,217.86001422248395,5310.828616309173,4682.554474051425,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,371,1512,Hayne at Symmes,,30.048522,-89.98548,,,,,,2,POINT (-89.98548 30.048522),2147.831978182233,1975.9677449283877,2001.1533533051206,2575.8836083477163,142.51890622142983,5434.305990370129,4784.366621179195,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,372,1513,Hayne at Read,,30.049131,-89.984061,,,,,,2,POINT (-89.984061 30.049131),2214.293918057591,2031.4025845656424,2064.9545304182875,2645.0295688286965,136.44584293170468,5503.164475284325,4842.409505313431,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,373,1514,Hayne at Lacombe,,30.050921,-89.980437,,,,,,2,POINT (-89.980437 30.050921),2314.341922832437,2201.6122252219498,2255.581513385341,2845.4182582601493,268.27689351329815,5702.388380964511,5009.272656839428,False,False,False,False,True,False,False,1579.0,16.0,1497.0,0.0,876.0,138.0,738.0,1032.0,100.0,13.0,0.0,22.0,71.0,1737.0,1.0,0.0,1579.0,597.0,887.0,1.0,0.01013299556681444,0.948068397720076,0.0,1.0,0.15753424657534246,0.8424657534246576,1.0,0.09689922480620156,0.012596899224806201,0.0,0.0,1.0,0.37808739708676375,0.5617479417352755,919.0,0.8905038759689923,982.0,0.6219126029132362,
5238,374,1515,Hayne at Lafourche,,30.051765,-89.978738,,,,,,2,POINT (-89.978738 30.051765),2217.8995915448218,2283.881353403468,2346.309504081154,2940.0610875786774,355.3328181901774,5796.400719211793,5088.81480725851,False,False,False,False,True,False,False,569.0,11.0,523.0,0.0,219.0,199.0,20.0,268.0,28.0,0.0,0.0,22.0,71.0,1737.0,3.0,0.0,569.0,201.0,,1.0,0.019332161687170474,0.9191564147627417,0.0,1.0,0.908675799086758,0.091324200913242,1.0,0.1044776119402985,0.0,0.0,0.0,1.0,0.3532513181019332,,240.0,0.8955223880597015,368.0,0.6467486818980668,
5244,375,1516,Hayne at Lucerne,,30.052781,-89.977051,,,,,,2,POINT (-89.977051 30.052781),2102.7261724322525,2385.65684943278,2456.537256734522,3052.132053890416,465.40164535858565,5907.507844281106,5181.768013604759,False,False,False,False,False,False,False,569.0,11.0,523.0,0.0,219.0,199.0,20.0,268.0,28.0,0.0,0.0,22.0,71.0,1737.0,3.0,0.0,569.0,201.0,,1.0,0.019332161687170474,0.9191564147627417,0.0,1.0,0.908675799086758,0.091324200913242,1.0,0.1044776119402985,0.0,0.0,0.0,1.0,0.3532513181019332,,240.0,0.8955223880597015,368.0,0.6467486818980668,
5250,376,1517,Hayne at Marquis,,30.053562,-89.975592,,,,,,2,POINT (-89.975592 30.053562),2013.7810543264386,2464.130779983024,2541.3981808127605,3139.334461266278,551.3951255997177,5993.996463930571,5255.419219745993,False,False,False,False,False,False,False,1093.0,99.0,994.0,0.0,455.0,380.0,75.0,699.0,102.0,40.0,0.0,22.0,71.0,1737.0,2.0,5.0,1093.0,479.0,609.0,1.0,0.09057639524245197,0.909423604757548,0.0,1.0,0.8351648351648352,0.16483516483516483,1.0,0.1459227467811159,0.05722460658082976,0.0,0.00715307582260372,1.0,0.43824336688014637,0.5571820677035682,562.0,0.804005722460658,614.0,0.5617566331198536,
5256,377,1518,Hayne at Michigan,,30.054613,-89.973946,,,,,,2,POINT (-89.973946 30.054613),1894.8932442413245,2571.8300056684934,2656.3006635503457,3255.1050213824083,668.2572925069129,6108.60753852183,5352.176020925992,False,False,False,False,False,False,False,1093.0,99.0,994.0,0.0,455.0,380.0,75.0,699.0,102.0,40.0,0.0,22.0,71.0,1737.0,2.0,5.0,1093.0,479.0,609.0,1.0,0.09057639524245197,0.909423604757548,0.0,1.0,0.8351648351648352,0.16483516483516483,1.0,0.1459227467811159,0.05722460658082976,0.0,0.00715307582260372,1.0,0.43824336688014637,0.5571820677035682,562.0,0.804005722460658,614.0,0.5617566331198536,
5262,378,1519,Hayne at Unity,,30.05524,-89.972631,,,,,,2,POINT (-89.972631 30.05524),1823.1306518760882,2635.5242447792816,2724.750791923698,3326.073554831323,738.4631068239453,6179.031069529832,5413.53976894226,False,False,False,False,False,False,False,2970.0,394.0,2337.0,239.0,1059.0,411.0,648.0,1894.0,341.0,119.0,0.0,22.0,71.0,1745.0,1.0,13.0,2970.0,1427.0,1534.0,1.0,0.13265993265993267,0.7868686868686868,0.08047138047138047,1.0,0.3881019830028329,0.6118980169971672,1.0,0.18004223864836325,0.06282998944033791,0.0,0.006863780359028511,1.0,0.4804713804713805,0.5164983164983165,1421.0,0.7502639915522703,1543.0,0.5195286195286195,
5268,379,152,Magazine at Washington,,29.926115,-90.082509,,,,,,2,POINT (-90.082509 29.926115),182.23612306008417,387.08671153071896,256.71222729703595,138.4073870702358,52.55096285891183,1726.8145255535483,16.275237925860687,True,True,True,True,True,False,True,792.0,503.0,280.0,0.0,404.0,206.0,198.0,687.0,275.0,43.0,66.0,22.0,71.0,8800.0,2.0,25.0,792.0,627.0,547.0,1.0,0.63510101010101,0.35353535353535354,0.0,1.0,0.5099009900990099,0.4900990099009901,1.0,0.4002911208151383,0.06259097525473072,0.09606986899563319,0.036390101892285295,1.0,0.7916666666666666,0.6906565656565656,278.0,0.40465793304221254,165.0,0.20833333333333334,
5269,380,1520,Hayne at Haney,,30.05611,-89.971275,,,,,,2,POINT (-89.971275 30.05611),1724.7341644937214,2725.9062974031544,2820.3153476399166,3422.1099982742267,835.9520029049694,6274.047094729409,5494.619037820704,False,False,False,False,False,False,False,2970.0,394.0,2337.0,239.0,1059.0,411.0,648.0,1894.0,341.0,119.0,0.0,22.0,71.0,1745.0,1.0,13.0,2970.0,1427.0,1534.0,1.0,0.13265993265993267,0.7868686868686868,0.08047138047138047,1.0,0.3881019830028329,0.6118980169971672,1.0,0.18004223864836325,0.06282998944033791,0.0,0.006863780359028511,1.0,0.4804713804713805,0.5164983164983165,1421.0,0.7502639915522703,1543.0,0.5195286195286195,
5275,381,1522,Hayne at Gaudet School,,30.057534,-89.968905,,,,,,2,POINT (-89.968905 30.057534),1563.3068454217685,2874.5941465186315,2977.059472794906,3580.3616038167584,996.0718923489916,6430.659975360664,5629.93816248181,False,False,False,False,False,False,False,2970.0,394.0,2337.0,239.0,1059.0,411.0,648.0,1894.0,341.0,119.0,0.0,22.0,71.0,1745.0,1.0,13.0,2970.0,1427.0,1534.0,1.0,0.13265993265993267,0.7868686868686868,0.08047138047138047,1.0,0.3881019830028329,0.6118980169971672,1.0,0.18004223864836325,0.06282998944033791,0.0,0.006863780359028511,1.0,0.4804713804713805,0.5164983164983165,1421.0,0.7502639915522703,1543.0,0.5195286195286195,
5281,382,1523,Hayne at Jahncke Rd,,30.058952,-89.966607,,,,,,2,POINT (-89.966607 30.058952),1402.7164228391139,3024.097346928044,3133.6373416188526,3737.90124270744,1155.8013527998173,6586.489684170619,5765.448306206043,False,False,False,False,False,False,False,2970.0,394.0,2337.0,239.0,1059.0,411.0,648.0,1894.0,341.0,119.0,0.0,22.0,71.0,1745.0,1.0,13.0,2970.0,1427.0,1534.0,1.0,0.13265993265993267,0.7868686868686868,0.08047138047138047,1.0,0.3881019830028329,0.6118980169971672,1.0,0.18004223864836325,0.06282998944033791,0.0,0.006863780359028511,1.0,0.4804713804713805,0.5164983164983165,1421.0,0.7502639915522703,1543.0,0.5195286195286195,
5287,383,1524,Hayne at Wave,,30.060362,-89.964351,,,,,,2,POINT (-89.964351 30.060362),1243.1057670857008,3173.891780757956,3289.721684957162,3894.65471636538,1314.797313096842,6741.498068219427,5901.177279035688,False,False,False,False,False,False,False,2970.0,394.0,2337.0,239.0,1059.0,411.0,648.0,1894.0,341.0,119.0,0.0,22.0,71.0,1745.0,1.0,13.0,2970.0,1427.0,1534.0,1.0,0.13265993265993267,0.7868686868686868,0.08047138047138047,1.0,0.3881019830028329,0.6118980169971672,1.0,0.18004223864836325,0.06282998944033791,0.0,0.006863780359028511,1.0,0.4804713804713805,0.5164983164983165,1421.0,0.7502639915522703,1543.0,0.5195286195286195,
