,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,geometry,closest_hospital_distance,closest_grocery_distance,closest_park_distance,closest_bar_distance,closest_worship_distance,closest_mcdonalds_distance,closest_starbucks_distance,near_hospital,near_grocery,near_park,near_bar,near_worship,near_mcdonalds,near_starbucks,total_population,white_population,black_population,asian_population,total_housing_units,owner_occupied_units,rentor_occupied_units,population_over_age_25,has_bachelors_degree,has_masters_degree,has_professional_degree,state,county,tract,block group,has_doctorate,total_income_known,income_to_poverty_above_200,vehicles,total_population_percent,white_population_percent,black_population_percent,asian_population_percent,total_housing_units_percent,owner_occupied_units_percent,rentor_occupied_units_percent,population_over_age_25_percent,has_bachelors_degree_percent,has_masters_degree_percent,has_professional_degree_percent,has_doctorate_percent,total_income_known_percent,income_to_poverty_above_200_percent,vehicles_percent,less_than_a_bachelors_degree,less_than_a_bachelors_degree_percent,income_to_poverty_under_200,income_to_poverty_under_200_percent,routes
352,01149,,E 93RD ST & HEATH AV,,41.465467,-81.621532,,,0,,0,POINT (-81.621532 41.465467),4601.702605334918,1277.517657989076,9143.420301039112,1679.8911160591563,232.8534687333474,809.7287499703039,4675.190185247951,False,False,False,False,True,False,False,336,2,334,0,153,108,45,266,23,1,0,39,35,114501,2,0,336,135,229.0,1.0,0.005952380952380952,0.9940476190476191,0.0,1.0,0.7058823529411765,0.29411764705882354,1.0,0.08646616541353383,0.0037593984962406013,0.0,0.0,1.0,0.4017857142857143,0.6815476190476191,258,0.9699248120300752,201,0.5982142857142857,
353,01153,,3474 MONTICELLO BLVD,,41.528474,-81.555436,,,0,,0,POINT (-81.555436 41.528474),5231.923831840819,1236.4817560391455,7614.32637588566,1808.2113663119717,638.2208185958791,3511.494914855835,1826.4967072932677,False,False,False,False,False,False,False,1017,501,431,51,529,367,162,738,156,162,44,39,35,140302,2,60,1016,627,709.0,1.0,0.49262536873156343,0.42379547689282204,0.05014749262536873,1.0,0.6937618147448015,0.30623818525519847,1.0,0.21138211382113822,0.21951219512195122,0.05962059620596206,0.08130081300813008,1.0,0.6171259842519685,0.6971484759095379,316,0.4281842818428184,389,0.3828740157480315,
354,01156,,5 SEVERANCE CIRCLE (SEVERANCE MEDICAL BLDG),,41.516032,-81.548751,,,0,,0,POINT (-81.548751 41.516032),5276.046867350122,413.9228387985887,8605.238081703052,1760.5109250391736,863.7596928223533,2167.2643734898093,1816.0269471868942,False,False,False,False,False,False,False,1001,405,287,262,758,71,687,845,84,57,271,39,35,140800,2,93,1001,539,765.0,1.0,0.4045954045954046,0.2867132867132867,0.26173826173826176,1.0,0.09366754617414248,0.9063324538258575,1.0,0.09940828402366864,0.06745562130177515,0.3207100591715976,0.11005917159763313,1.0,0.5384615384615384,0.7642357642357642,340,0.40236686390532544,462,0.46153846153846156,
355,01167,,3540 RIDGE RD,,41.460718,-81.738545,,,0,,0,POINT (-81.738545 41.460718),4829.734329784084,2235.170735570601,7966.55827548609,486.7067455688912,1061.8068996059437,3431.8093629517284,3052.083664446372,False,False,False,False,False,False,False,1988,1096,407,31,936,235,701,1243,254,58,0,39,35,137101,2,0,1988,1168,1342.0,1.0,0.5513078470824949,0.20472837022132798,0.015593561368209255,1.0,0.25106837606837606,0.7489316239316239,1.0,0.20434432823813356,0.04666130329847144,0.0,0.0,1.0,0.5875251509054326,0.6750503018108652,931,0.7489943684633951,820,0.4124748490945674,
356,01172,,3570 RIDGE RD,,41.459025,-81.738269,,,0,,0,POINT (-81.738269 41.459025),4897.386589807983,2287.511146238444,7782.696803059091,479.61899832424405,1183.006367275308,3353.37214058862,3128.936463338031,False,False,False,False,False,False,False,1988,1096,407,31,936,235,701,1243,254,58,0,39,35,137101,2,0,1988,1168,1342.0,1.0,0.5513078470824949,0.20472837022132798,0.015593561368209255,1.0,0.25106837606837606,0.7489316239316239,1.0,0.20434432823813356,0.04666130329847144,0.0,0.0,1.0,0.5875251509054326,0.6750503018108652,931,0.7489943684633951,820,0.4124748490945674,
357,01173,,3570 WARRENSVILLE CTR RD,,41.462808,-81.536252,,,0,,0,POINT (-81.536252 41.462808),462.62666349137317,2484.3989984651594,7096.630686273348,367.20885567815577,1177.5725202026454,4033.4947611063953,1732.3946878964737,False,False,False,True,False,False,False,1163,410,643,34,555,101,454,847,117,115,118,39,35,183605,1,46,1112,703,518.0,1.0,0.352536543422184,0.5528804815133276,0.029234737747205503,1.0,0.18198198198198198,0.818018018018018,1.0,0.1381345926800472,0.1357733175914994,0.13931523022432113,0.05430932703659976,1.0,0.6321942446043165,0.4453998280309544,451,0.5324675324675324,409,0.36780575539568344,
358,01193,,370 S GREEN RD,,41.542256,-81.531332,,,0,,0,POINT (-81.531332 41.542256),7879.6483635973855,2451.9802206103377,5334.194146938634,2575.712590984677,2380.711075599334,2802.6160382206012,4453.0478806732135,False,False,False,False,False,False,False,1009,41,877,13,401,268,133,540,65,34,0,39,35,185101,1,0,1008,419,451.0,1.0,0.040634291377601585,0.869177403369673,0.01288404360753221,1.0,0.6683291770573566,0.3316708229426434,1.0,0.12037037037037036,0.06296296296296296,0.0,0.0,1.0,0.4156746031746032,0.44697720515361744,441,0.8166666666666667,589,0.5843253968253969,
359,01194,,MARTIN LUTHER KING DR & FARRINGDON AV,,41.457582,-81.602644,,,0,,0,POINT (-81.602644 41.457582),5260.634646634751,1445.007485507792,7927.631955892703,1740.6718237259547,778.3824730544367,2462.479911431712,4906.536567175186,False,False,False,False,False,False,False,756,0,724,0,332,138,194,564,0,28,0,39,35,120600,2,0,756,190,468.0,1.0,0.0,0.9576719576719577,0.0,1.0,0.41566265060240964,0.5843373493975904,1.0,0.0,0.04964539007092199,0.0,0.0,1.0,0.25132275132275134,0.6190476190476191,536,0.950354609929078,566,0.7486772486772487,
360,01199,,3720 E 93RD ST,,41.457827,-81.621482,,,0,,0,POINT (-81.621482 41.457827),5414.320720991224,1774.2289942942527,8333.913834565094,1151.6654620589243,298.7359661186671,1655.6220595724437,5390.605998742818,False,False,False,False,True,False,False,1800,126,1636,0,661,428,233,1381,157,0,0,39,35,127501,1,0,1800,960,1006.0,1.0,0.07,0.9088888888888889,0.0,1.0,0.6475037821482602,0.3524962178517398,1.0,0.11368573497465605,0.0,0.0,0.0,1.0,0.5333333333333333,0.5588888888888889,1224,0.8863142650253439,840,0.4666666666666667,
361,01205,,MAYFIELD RD & MAPLE RD,,41.520587,-81.54455,,,0,,0,POINT (-81.54455 41.520587),5776.538341027659,829.9304198578541,7997.5648768432275,1968.0207629615297,1076.3021684095293,2389.1596692789913,2164.6120080753367,False,False,False,False,False,False,False,1277,499,700,0,486,136,350,898,273,141,11,39,35,140800,1,41,1277,421,533.0,1.0,0.39075959279561473,0.548159749412686,0.0,1.0,0.27983539094650206,0.720164609053498,1.0,0.3040089086859688,0.15701559020044542,0.012249443207126948,0.045657015590200446,1.0,0.32967893500391543,0.41738449490994517,432,0.48106904231625836,856,0.6703210649960846,
362,01208,,3520 W 210TH ST,,41.458496,-81.852822,,,0,,0,POINT (-81.852822 41.458496),9296.95477082127,2023.0561702698617,7625.555525021417,1970.0940664865277,1219.8862983868578,665.2469500530464,528.4804123540353,False,False,False,False,False,False,False,1246,1096,53,45,653,523,130,1000,325,71,11,39,35,153105,4,18,1246,839,1058.0,1.0,0.8796147672552167,0.04253611556982344,0.036115569823434994,1.0,0.8009188361408882,0.1990811638591118,1.0,0.325,0.071,0.011,0.018,1.0,0.673354735152488,0.8491171749598716,575,0.575,407,0.32664526484751205,
363,01209,,3580 W 210TH ST,,41.458085,-81.852771,,,0,,0,POINT (-81.852771 41.458085),9251.54819354545,1982.0003388770344,7580.295835555918,1931.1239886425367,1174.0046327549057,676.7030070571262,563.8656802174787,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,39,35,153105,3,0,0,0,-666666666.0,,,,,,,,,,,,,,,-inf,0,,0,,
364,01218,,W 210TH ST & RESERVE CT,,41.456329,-81.852857,,,0,,0,POINT (-81.852857 41.456329),9064.404803127887,1798.301416091698,7385.107396972294,1754.902933222377,980.2544157185712,731.0037598840532,739.3908634309436,False,False,False,False,False,False,False,1074,916,4,0,459,275,184,677,184,79,0,39,35,153105,2,9,1058,628,650.0,1.0,0.8528864059590316,0.0037243947858473,0.0,1.0,0.599128540305011,0.4008714596949891,1.0,0.2717872968980798,0.11669128508124077,0.0,0.013293943870014771,1.0,0.5935727788279773,0.6052141527001862,405,0.5982274741506647,430,0.4064272211720227,
365,01219,,W 210TH ST & RESERVE CT,,41.45565,-81.852869,,,0,,0,POINT (-81.852869 41.45565),8991.651226404974,1728.7288513267442,7309.764628709908,1688.8519042618013,905.306210961922,766.0770605644635,808.9537693292937,False,False,False,False,False,False,False,1074,916,4,0,459,275,184,677,184,79,0,39,35,153105,2,9,1058,628,650.0,1.0,0.8528864059590316,0.0037243947858473,0.0,1.0,0.599128540305011,0.4008714596949891,1.0,0.2717872968980798,0.11669128508124077,0.0,0.013293943870014771,1.0,0.5935727788279773,0.6052141527001862,405,0.5982274741506647,430,0.4064272211720227,
366,01224,,ROCKY RIVER DR & FERNSHAW AV,,41.448942,-81.817198,,,0,,0,POINT (-81.817198 41.448942),8010.862454399952,1724.8522822197442,7144.415602292903,138.62530288231457,71.7003042397971,4030.3296084154254,3260.676385578531,False,False,False,True,True,False,False,598,431,33,123,270,215,55,477,133,10,0,39,35,123603,2,0,574,412,456.0,1.0,0.7207357859531772,0.05518394648829431,0.205685618729097,1.0,0.7962962962962963,0.2037037037037037,1.0,0.27882599580712786,0.020964360587002098,0.0,0.0,1.0,0.7177700348432056,0.7625418060200669,334,0.70020964360587,162,0.28222996515679444,
367,01228,,MAYFIELD RD & WARRENSVILLE CTR RD,,41.520607,-81.53751,,,0,,0,POINT (-81.53751 41.520607),6005.394193861145,1337.5423024049837,7798.300668490155,1334.993734441206,1398.8225288434708,1757.1508011151288,2095.145645469191,False,False,False,False,False,False,False,1277,499,700,0,486,136,350,898,273,141,11,39,35,140800,1,41,1277,421,533.0,1.0,0.39075959279561473,0.548159749412686,0.0,1.0,0.27983539094650206,0.720164609053498,1.0,0.3040089086859688,0.15701559020044542,0.012249443207126948,0.045657015590200446,1.0,0.32967893500391543,0.41738449490994517,432,0.48106904231625836,856,0.6703210649960846,
368,01229,,ROCKY RIVER DR & CHATFIELD AV,,41.446534,-81.817912,,,0,,0,POINT (-81.817912 41.446534),7737.682603978844,1872.297778425114,6934.386316409979,408.1231371977106,71.31132770695974,4053.7507164763047,3336.747526693099,False,False,False,False,True,False,False,598,431,33,123,270,215,55,477,133,10,0,39,35,123603,2,0,574,412,456.0,1.0,0.7207357859531772,0.05518394648829431,0.205685618729097,1.0,0.7962962962962963,0.2037037037037037,1.0,0.27882599580712786,0.020964360587002098,0.0,0.0,1.0,0.7177700348432056,0.7625418060200669,334,0.70020964360587,162,0.28222996515679444,
369,01242,,ROCKY RIVER DR & LARCHWOOD AV,,41.444515,-81.818578,,,0,,0,POINT (-81.818578 41.444515),7508.083579838285,1854.1569457432092,6764.805623934802,639.6985358890956,296.4052045234889,4082.031362512922,3411.4114789640794,False,False,False,False,True,False,False,598,431,33,123,270,215,55,477,133,10,0,39,35,123603,2,0,574,412,456.0,1.0,0.7207357859531772,0.05518394648829431,0.205685618729097,1.0,0.7962962962962963,0.2037037037037037,1.0,0.27882599580712786,0.020964360587002098,0.0,0.0,1.0,0.7177700348432056,0.7625418060200669,334,0.70020964360587,162,0.28222996515679444,
370,01257,,PEARL RD & BROADVIEW RD,,41.441959,-81.704575,,,0,,0,POINT (-81.704575 41.441959),4477.183912160979,2036.6449431441433,6854.53733368209,139.81920199564289,992.0921143341585,1023.9372503044178,2313.4627841276233,False,False,False,True,False,False,False,1209,573,539,0,591,96,495,726,123,0,0,39,35,105700,1,0,1209,371,439.0,1.0,0.4739454094292804,0.445822994210091,0.0,1.0,0.16243654822335024,0.8375634517766497,1.0,0.16942148760330578,0.0,0.0,0.0,1.0,0.3068651778329198,0.3631100082712986,603,0.8305785123966942,838,0.6931348221670802,
371,01258,,ROCKY RIVER DR & VALLEY VIEW AV,,41.441591,-81.819431,,,0,,0,POINT (-81.819431 41.441591),7176.892569864778,1752.8997670184613,6520.911238457675,972.68854928748,287.20711427497474,4154.612947419757,3551.4263990132176,False,False,False,False,True,False,False,2189,1292,189,165,949,490,459,1618,146,129,17,39,35,123602,2,0,2043,923,1346.0,1.0,0.5902238465052535,0.08634079488350845,0.07537688442211055,1.0,0.5163329820864068,0.48366701791359323,1.0,0.09023485784919653,0.07972805933250927,0.010506798516687269,0.0,1.0,0.451786588350465,0.6148926450433988,1326,0.8195302843016069,1120,0.548213411649535,
372,01269,,ROCKSIDE RD & LOMBARDO CENTER,,41.400035,-81.663098,,,0,,0,POINT (-81.663098 41.400035),9303.949324909574,2807.421397026414,2060.4233214655683,2258.4611853723445,2043.6840486986976,5924.81482757147,1987.730196761178,False,False,False,False,False,False,False,1500,1439,0,39,575,503,72,1147,241,212,52,39,35,156101,1,6,1500,1415,1167.0,1.0,0.9593333333333334,0.0,0.026,1.0,0.8747826086956522,0.12521739130434784,1.0,0.2101133391455972,0.18482999128160418,0.045335658238884045,0.0052310374891020054,1.0,0.9433333333333334,0.778,636,0.5544899738448126,85,0.056666666666666664,
373,01270,,4224 MONTICELLO BLVD,,41.537579,-81.5289,,,0,,0,POINT (-81.5289 41.537579),7811.4160883129025,1888.546008309184,5776.752677945904,2014.883920452523,2070.6379300388526,2239.40499400026,4069.3967308155975,False,False,False,False,False,False,False,1009,41,877,13,401,268,133,540,65,34,0,39,35,185101,1,0,1008,419,451.0,1.0,0.040634291377601585,0.869177403369673,0.01288404360753221,1.0,0.6683291770573566,0.3316708229426434,1.0,0.12037037037037036,0.06296296296296296,0.0,0.0,1.0,0.4156746031746032,0.44697720515361744,441,0.8166666666666667,589,0.5843253968253969,
374,01274,,ROCKSIDE RD & LOMBARDO CENTER,,41.400216,-81.664102,,,0,,0,POINT (-81.664102 41.400216),9260.679998451149,2714.9293217526306,2040.6853700276426,2175.132914911916,1969.063935259361,6015.280536053035,2080.225172240327,False,False,False,False,False,False,False,1613,1457,24,57,603,506,97,1178,260,150,44,39,35,182104,1,36,1590,1425,1240.0,1.0,0.9032858028518289,0.014879107253564786,0.035337879727216366,1.0,0.8391376451077943,0.16086235489220563,1.0,0.22071307300509338,0.1273344651952462,0.03735144312393888,0.030560271646859084,1.0,0.8962264150943396,0.768753874767514,688,0.5840407470288624,165,0.10377358490566038,
375,01283,,4323 CLARKWOOD PKWY,,41.44255,-81.524295,,,0,,0,POINT (-81.524295 41.44255),889.8647339552933,906.3706044504886,5292.0727399598345,2851.17221554856,2556.9603065706265,6383.657931740326,2564.924836782832,False,False,False,False,False,False,False,1903,23,1849,0,902,0,902,1250,51,0,0,39,35,198300,2,0,1903,994,688.0,1.0,0.01208617971623752,0.9716237519705728,0.0,1.0,0.0,1.0,1.0,0.0408,0.0,0.0,0.0,1.0,0.5223331581713084,0.36153441933788755,1199,0.9592,909,0.4776668418286915,
376,01284,,4323 CLARKWOOD PKWY,,41.442646,-81.523548,,,0,,0,POINT (-81.523548 41.442646),868.0715901226534,923.1166833532611,5228.658853562809,2868.881265411987,2545.559320369102,6385.342919861891,2538.5697623456626,False,False,False,False,False,False,False,741,115,581,0,236,78,158,525,66,12,0,39,35,198300,4,0,498,235,246.0,1.0,0.15519568151147098,0.7840755735492577,0.0,1.0,0.3305084745762712,0.6694915254237288,1.0,0.12571428571428572,0.022857142857142857,0.0,0.0,1.0,0.4718875502008032,0.3319838056680162,447,0.8514285714285714,263,0.5281124497991968,
377,01290,,MAYFIELD RD & SHEFFIELD RD,,41.520393,-81.5232,,,0,,0,POINT (-81.5232 41.520393),5967.664551786475,199.15104034020493,7570.565877348657,53.42021251548129,126.82639962906191,476.69300806810725,2478.555270939913,False,True,False,True,True,False,False,1099,906,161,14,435,335,100,602,149,55,51,39,35,185203,2,7,1099,798,759.0,1.0,0.824385805277525,0.1464968152866242,0.012738853503184714,1.0,0.7701149425287356,0.22988505747126436,1.0,0.24750830564784054,0.09136212624584718,0.08471760797342193,0.011627906976744186,1.0,0.7261146496815286,0.6906278434940856,340,0.5647840531561462,301,0.27388535031847133,
378,01295,,PEARL RD & WOBURN AV,,41.436382,-81.708994,,,0,,0,POINT (-81.708994 41.436382),5186.702781694422,1859.4833677201207,6125.222968228812,436.1173940733899,604.149652492296,1730.512912370021,2660.472337584557,False,False,False,False,False,False,False,1159,800,66,9,452,207,245,900,43,54,0,39,35,106600,1,0,1159,420,627.0,1.0,0.6902502157031924,0.056945642795513375,0.007765314926660914,1.0,0.4579646017699115,0.5420353982300885,1.0,0.04777777777777778,0.06,0.0,0.0,1.0,0.362381363244176,0.5409836065573771,803,0.8922222222222222,739,0.637618636755824,
379,01300,,WARNER RD & CONNECTICUT AV,,41.439121,-81.627804,,,0,,0,POINT (-81.627804 41.439121),7316.440708147342,1508.5591312658398,6657.145894376987,1408.1012187808599,279.80486555548845,3759.2482360463036,3454.049712313812,False,False,False,False,True,False,False,712,552,122,0,287,172,115,590,10,0,0,39,35,115900,1,0,712,349,593.0,1.0,0.7752808988764045,0.17134831460674158,0.0,1.0,0.5993031358885017,0.40069686411149824,1.0,0.01694915254237288,0.0,0.0,0.0,1.0,0.4901685393258427,0.8328651685393258,580,0.9830508474576272,363,0.5098314606741573,
380,01301,,4415 BROOKPARK RD,,41.418767,-81.715734,,,0,,0,POINT (-81.715734 41.418767),7235.43155560784,1095.2677734727756,4100.066728184559,735.7958901433216,659.7020219541348,1918.5857216908296,1904.7598886466553,False,False,False,False,False,False,False,1197,1004,41,0,498,335,163,756,63,55,0,39,35,177202,1,0,1197,557,638.0,1.0,0.8387635756056808,0.034252297410192145,0.0,1.0,0.6726907630522089,0.3273092369477912,1.0,0.08333333333333333,0.07275132275132275,0.0,0.0,1.0,0.4653299916457811,0.5329991645781119,638,0.843915343915344,640,0.5346700083542189,
381,01306,,E 143RD ST & MAPLEROW AV,,41.438345,-81.581847,,,0,,0,POINT (-81.581847 41.438345),5006.044615769991,1226.4830203253314,5799.625306594538,1111.9830444741344,854.1960147180988,4506.121529259255,4448.073152352428,False,False,False,False,False,False,False,658,0,638,0,261,121,140,508,57,16,0,39,35,121403,3,0,658,486,270.0,1.0,0.0,0.9696048632218845,0.0,1.0,0.46360153256704983,0.5363984674329502,1.0,0.11220472440944881,0.031496062992125984,0.0,0.0,1.0,0.7386018237082067,0.41033434650455924,435,0.8562992125984252,172,0.2613981762917933,
382,01309,,4440 GRANADA BLVD,,41.439532,-81.520737,,,0,,0,POINT (-81.520737 41.439532),1214.5246002859833,679.2529131489031,4915.631652437827,2553.4748717539405,2349.244115357502,6774.917380276324,2837.084833646889,False,False,False,False,False,False,False,1903,23,1849,0,902,0,902,1250,51,0,0,39,35,198300,2,0,1903,994,688.0,1.0,0.01208617971623752,0.9716237519705728,0.0,1.0,0.0,1.0,1.0,0.0408,0.0,0.0,0.0,1.0,0.5223331581713084,0.36153441933788755,1199,0.9592,909,0.4776668418286915,
383,01310,,4440 WARRENSVILLE CTR RD,,41.438144,-81.536,,,0,,0,POINT (-81.536 41.438144),1837.1644629315635,1085.8610708294395,5887.0111412283095,3102.650651362605,1833.0757425620907,6774.020607387852,3421.8563656612937,False,False,False,False,False,False,False,1172,97,1015,0,675,95,580,1025,122,43,0,39,35,197000,2,0,1172,804,828.0,1.0,0.08276450511945392,0.8660409556313993,0.0,1.0,0.14074074074074075,0.8592592592592593,1.0,0.11902439024390243,0.041951219512195125,0.0,0.0,1.0,0.6860068259385665,0.7064846416382252,865,0.8439024390243902,368,0.31399317406143346,
384,01311,,4440 WARRENSVILLE CTR RD,,41.438258,-81.536167,,,0,,0,POINT (-81.536167 41.438258),1837.9815979114233,1104.6049989944822,5900.125132070967,3089.585819922255,1818.0048420935614,6761.2159790913975,3418.343673804157,False,False,False,False,False,False,False,1912,269,1641,2,871,388,483,1450,97,28,6,39,35,197000,1,0,1774,1034,1142.0,1.0,0.14069037656903766,0.8582635983263598,0.0010460251046025104,1.0,0.4454649827784156,0.5545350172215844,1.0,0.06689655172413793,0.019310344827586208,0.004137931034482759,0.0,1.0,0.5828635851183765,0.5972803347280334,1319,0.9096551724137931,740,0.41713641488162345,
385,01320,,WARNER RD & VINEYARD AV,,41.436799,-81.629185,,,0,,0,POINT (-81.629185 41.436799),7388.2316264800675,1444.6906588703005,6496.401225719165,1486.316747694438,41.18680045095121,4031.6187607240277,3251.974699961823,False,False,False,False,True,False,False,712,552,122,0,287,172,115,590,10,0,0,39,35,115900,1,0,712,349,593.0,1.0,0.7752808988764045,0.17134831460674158,0.0,1.0,0.5993031358885017,0.40069686411149824,1.0,0.01694915254237288,0.0,0.0,0.0,1.0,0.4901685393258427,0.8328651685393258,580,0.9830508474576272,363,0.5098314606741573,
386,01326,,4510 WARRENSVILLE CTR RD,,41.436891,-81.536184,,,0,,0,POINT (-81.536184 41.436891),1953.0990338493586,1056.5458741467933,5748.3627479291845,3241.3960856975777,1822.8423437989093,6870.67993061424,3551.4348280731742,False,False,False,False,False,False,False,1912,269,1641,2,871,388,483,1450,97,28,6,39,35,197000,1,0,1774,1034,1142.0,1.0,0.14069037656903766,0.8582635983263598,0.0010460251046025104,1.0,0.4454649827784156,0.5545350172215844,1.0,0.06689655172413793,0.019310344827586208,0.004137931034482759,0.0,1.0,0.5828635851183765,0.5972803347280334,1319,0.9096551724137931,740,0.41713641488162345,
387,01327,,4510 WARRENSVILLE CTR RD,,41.436311,-81.535952,,,0,,0,POINT (-81.535952 41.436311),1990.0503561636804,1021.1287156719219,5683.305183705604,3306.356814965588,1850.0790821391026,6848.9654629185725,3598.195816865471,False,False,False,False,False,False,False,1172,97,1015,0,675,95,580,1025,122,43,0,39,35,197000,2,0,1172,804,828.0,1.0,0.08276450511945392,0.8660409556313993,0.0,1.0,0.14074074074074075,0.8592592592592593,1.0,0.11902439024390243,0.041951219512195125,0.0,0.0,1.0,0.6860068259385665,0.7064846416382252,865,0.8439024390243902,368,0.31399317406143346,
388,01328,,4512 PAYNE AV,,41.511622,-81.655244,,,0,,0,POINT (-81.655244 41.511622),4516.02814405106,731.0450426613709,14339.54719414351,765.6902347614296,265.25134388344367,626.496211172734,2653.306107864576,False,False,False,False,True,False,False,772,285,326,63,376,73,303,610,57,25,0,39,35,108301,2,0,610,232,335.0,1.0,0.36917098445595853,0.422279792746114,0.08160621761658031,1.0,0.19414893617021275,0.8058510638297872,1.0,0.09344262295081968,0.040983606557377046,0.0,0.0,1.0,0.380327868852459,0.4339378238341969,528,0.8655737704918033,378,0.6196721311475409,
389,01330,,4521 GRANADA BLVD,,41.437353,-81.520748,,,0,,0,POINT (-81.520748 41.437353),1401.3417584484362,493.3824176832593,4884.283788996767,2395.3689383520973,2230.8943275670904,7011.458014347434,3077.867759022984,False,False,False,False,False,False,False,1903,23,1849,0,902,0,902,1250,51,0,0,39,35,198300,2,0,1903,994,688.0,1.0,0.01208617971623752,0.9716237519705728,0.0,1.0,0.0,1.0,1.0,0.0408,0.0,0.0,0.0,1.0,0.5223331581713084,0.36153441933788755,1199,0.9592,909,0.4776668418286915,
390,01334,,GRAYTON RD & CYCLONE DR,,41.432013,-81.838794,,,0,,0,POINT (-81.838794 41.432013),6156.567003780188,2232.5188214140658,4989.359330051546,2399.8776327512846,1553.4096726289727,3581.2914347112455,2742.7942014442656,False,False,False,False,False,False,False,1178,784,31,173,440,383,57,828,137,52,0,39,35,123700,1,11,1178,861,817.0,1.0,0.66553480475382,0.02631578947368421,0.1468590831918506,1.0,0.8704545454545455,0.12954545454545455,1.0,0.16545893719806765,0.06280193236714976,0.0,0.013285024154589372,1.0,0.730899830220713,0.6935483870967742,628,0.7584541062801933,317,0.2691001697792869,
391,01335,,MONTICELLO BLVD & AZALEA DR,,41.539356,-81.514195,,,0,,0,POINT (-81.514195 41.539356),7642.448709131326,1618.787747848861,5415.396249575638,2168.357233068282,1445.0395261830884,2238.882894036573,4708.59703506998,False,False,False,False,False,False,False,1168,463,563,65,541,469,72,932,247,147,58,39,35,185104,2,8,1057,843,1157.0,1.0,0.3964041095890411,0.4820205479452055,0.05565068493150685,1.0,0.866913123844732,0.133086876155268,1.0,0.26502145922746784,0.157725321888412,0.06223175965665236,0.008583690987124463,1.0,0.7975402081362346,0.990582191780822,472,0.5064377682403434,214,0.20245979186376536,
392,01338,,MONTICELLO BLVD & CRESTVIEW CT,,41.539264,-81.514446,,,0,,0,POINT (-81.514446 41.539264),7638.474352806837,1640.5233015082963,5425.848601615014,2153.9711721504295,1467.0424308301058,2225.3976021368844,4689.130467991515,False,False,False,False,False,False,False,1168,463,563,65,541,469,72,932,247,147,58,39,35,185104,2,8,1057,843,1157.0,1.0,0.3964041095890411,0.4820205479452055,0.05565068493150685,1.0,0.866913123844732,0.133086876155268,1.0,0.26502145922746784,0.157725321888412,0.06223175965665236,0.008583690987124463,1.0,0.7975402081362346,0.990582191780822,472,0.5064377682403434,214,0.20245979186376536,
393,01351,,4621 E 177TH ST,,41.433878,-81.554115,,,0,,0,POINT (-81.554115 41.433878),3401.3716105510584,1775.9244534222673,5702.112982871619,3543.767282425264,527.7073690038435,5425.228281666593,4788.56038676763,False,False,False,False,False,False,False,1008,31,977,0,516,325,191,883,90,46,0,39,35,122300,2,0,1008,572,606.0,1.0,0.030753968253968252,0.9692460317460317,0.0,1.0,0.6298449612403101,0.3701550387596899,1.0,0.10192525481313704,0.052095130237825596,0.0,0.0,1.0,0.5674603174603174,0.6011904761904762,747,0.8459796149490374,436,0.43253968253968256,
394,01352,,4614 E 131ST ST,,41.43432,-81.592846,,,0,,0,POINT (-81.592846 41.43432),6063.645847805273,1384.1460529129834,5283.6010609688965,1206.1794712031506,785.0159725037221,3861.0008963622436,3463.072929779064,False,False,False,False,False,False,False,905,20,885,0,421,329,92,574,15,85,0,39,35,198200,3,0,904,375,724.0,1.0,0.022099447513812154,0.9779005524861878,0.0,1.0,0.7814726840855107,0.21852731591448932,1.0,0.02613240418118467,0.1480836236933798,0.0,0.0,1.0,0.41482300884955753,0.8,474,0.8257839721254355,529,0.5851769911504425,
395,01359,,4671 COUNTRY LN,,41.432897,-81.49095,,,0,,0,POINT (-81.49095 41.432897),1400.5217391639505,1608.367040528589,2174.5263190602773,1217.5316740699632,605.929248468995,8433.247617946521,3461.9659921790685,False,False,False,False,False,False,False,1753,70,1674,0,695,94,601,880,201,6,0,39,35,188107,3,0,1753,957,812.0,1.0,0.03993154592127781,0.9549343981745579,0.0,1.0,0.13525179856115108,0.8647482014388489,1.0,0.22840909090909092,0.006818181818181818,0.0,0.0,1.0,0.5459212778094695,0.4632059326868226,673,0.7647727272727273,796,0.4540787221905305,
396,01360,,4671 COUNTRY LN,,41.432835,-81.490874,,,0,,0,POINT (-81.490874 41.432835),1407.0227767248587,1598.7527856120553,2167.579551198328,1215.6022516403616,609.315818829019,8442.600388991506,3466.798913649096,False,False,False,False,False,False,False,618,32,571,15,318,27,291,497,32,47,0,39,35,188107,2,0,618,266,667.0,1.0,0.05177993527508091,0.9239482200647249,0.024271844660194174,1.0,0.08490566037735849,0.9150943396226415,1.0,0.06438631790744467,0.09456740442655935,0.0,0.0,1.0,0.43042071197411,1.0792880258899675,418,0.8410462776659959,352,0.56957928802589,
