,,update_count,driving_time,routes,avg_delay
192,191,5,0.9041666666666667,"['19', '19', '19', '27', '27']",7.008333333333333
191,190,3,0.8083333333333333,"['19', '19', '19']",1.092
190,393,3,1.1083333333333334,"['19', '19', '19']",1.1846153846153846
393,35,3,0.5916666666666667,"['19', '19', '19']",1.25
35,375,3,0.75,"['19', '19', '19']",1.6
375,376,3,0.5083333333333333,"['19', '19', '19']",1.5192307692307692
376,40,3,0.7416666666666667,"['19', '19', '19']",1.5346153846153845
40,84,3,0.625,"['19', '19', '19']",1.584
84,571,6,0.3933333333333334,"['19', '19', '19', '48', '48', '48']",7.841666666666668
571,105,6,0.43333333333333335,"['19', '19', '19', '48', '48', '48']",7.670833333333333
105,103,6,0.9533333333333334,"['19', '19', '19', '48', '48', '48']",7.8999999999999995
103,490,6,0.6766666666666667,"['19', '19', '19', '48', '48', '48']",8.245833333333334
490,361,3,0.575,"['19', '19', '19']",1.2307692307692308
361,410,3,0.75,"['19', '19', '19']",1.2346153846153847
410,414,3,1.4166666666666665,"['19', '19', '19']",0.6961538461538462
414,413,3,2.0,"['19', '19', '19']",0.0
413,130,3,0.9583333333333334,"['19', '19', '19']",0.0
130,412,10,0.9185185185185185,"['19', '19', '19', '44', '44', '44', '44', '91', '91', '91']",
412,411,7,0.5277777777777778,"['19', '19', '19', '44', '44', '44', '44']",1.55
411,629,7,0.5750000000000001,"['19', '19', '19', '44', '44', '44', '44']",1.34
629,630,7,0.6527777777777779,"['19', '19', '19', '44', '44', '44', '44']",1.4266666666666665
630,551,3,0.6166666666666667,"['19', '19', '19']",1.5319999999999998
551,550,3,0.4666666666666667,"['19', '19', '19']",1.608
394,464,3,0.8166666666666667,"['19', '19', '19']",5.38
464,394,3,1.125,"['19', '19', '19']",6.192
398,550,2,0.5833333333333334,"['19', '19']",1.5739130434782609
550,551,2,0.6,"['19', '19']",1.0347826086956522
551,630,2,0.7666666666666667,"['19', '19']",0.6875
630,629,3,0.6499999999999999,"['19', '19', '44']",0.15142857142857144
629,411,3,0.8583333333333334,"['19', '19', '44']",0.0
411,412,3,0.7333333333333334,"['19', '19', '44']",0.0
412,130,4,0.48333333333333334,"['19', '19', '91', '91']",
130,413,2,0.7333333333333333,"['19', '19']",1.2666666666666666
413,414,2,1.15,"['19', '19']",1.0541666666666667
414,410,2,0.5333333333333333,"['19', '19']",1.3791666666666667
410,361,2,0.45,"['19', '19']",1.5541666666666665
361,490,2,0.3333333333333333,"['19', '19']",1.5958333333333332
