,index,stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,geometry,closest_hospital_distance,closest_grocery_distance,closest_park_distance,closest_bar_distance,closest_worship_distance,closest_mcdonalds_distance,closest_starbucks_distance,nearby_stops,near_hospital,near_grocery,near_park,near_bar,near_worship,near_mcdonalds,near_starbucks,total_population,white_population,black_population,asian_population,total_housing_units,owner_occupied_units,rentor_occupied_units,population_over_age_25,has_bachelors_degree,has_masters_degree,has_professional_degree,state,county,tract,block group,has_doctorate,total_income_known,income_to_poverty_above_200,vehicles,total_population_percent,white_population_percent,black_population_percent,asian_population_percent,total_housing_units_percent,owner_occupied_units_percent,rentor_occupied_units_percent,population_over_age_25_percent,has_bachelors_degree_percent,has_masters_degree_percent,has_professional_degree_percent,has_doctorate_percent,total_income_known_percent,income_to_poverty_above_200_percent,vehicles_percent,less_than_a_bachelors_degree,less_than_a_bachelors_degree_percent,income_to_poverty_under_200,income_to_poverty_under_200_percent,routes
95,201,13453,13453,23rd St & Utah St,37.75442,-122.40494,,,https://www.sfmta.com/13453,,,,0,,POINT (-122.40494 37.75442),2040.727745033229,277.27513716794635,873.6421076453696,574.9741741904717,151.8597718749822,3855.396031441034,1109.882229798401,"['13453', '13454', '13456', '13455', '16038']",False,True,False,False,True,False,False,1509,723,130,188,393,233,160,1307,418,135,1,6,75,22802,2,21,1145,887,456.0,1.0,0.4791252485089463,0.0861497680583167,0.1245858184227965,1.0,0.5928753180661578,0.4071246819338422,1.0,0.3198163733741392,0.1032899770466717,0.0007651109410864,0.0160673297628156,1.0,0.7746724890829695,0.3021868787276341,738,0.5646518745218057,258,0.2253275109170305,"{""'10455800'""}"
96,205,13458,13458,24th St & Bryant St,37.752853,-122.409281,,,https://www.sfmta.com/13458,,,,0,,POINT (-122.409281 37.752853),2449.177236870925,35.05550224391828,1338.4002744131303,356.8379150640656,102.5775420024578,3883.032764481649,964.0878826516864,"['13458', '13459', '13744', '13745', '13747', '13746', '13749', '13748']",False,True,False,True,True,False,False,1084,414,106,177,368,205,163,934,262,152,26,6,75,22902,1,70,1073,941,324.0,1.0,0.3819188191881918,0.0977859778597785,0.1632841328413284,1.0,0.5570652173913043,0.4429347826086957,1.0,0.2805139186295503,0.1627408993576017,0.0278372591006423,0.0749464668094218,1.0,0.8769804287045666,0.2988929889298893,424,0.4539614561027837,132,0.1230195712954333,"{""'10455800'""}"
97,207,13462,13462,24th St & Castro St,37.75136,-122.434248,,,https://www.sfmta.com/13462,,,,0,,POINT (-122.434248 37.75136),2758.103905184994,898.425766213403,511.2520133823441,881.3325632015557,198.90538546838184,4238.246080978643,249.7786554047622,"['13462', '13463', '14325', '14324', '14327', '14326', '14328', '14332', '14333']",False,False,False,False,True,False,True,1086,623,19,114,497,313,184,813,302,302,40,6,75,21200,2,73,1076,1036,589.0,1.0,0.5736648250460405,0.0174953959484346,0.1049723756906077,1.0,0.6297786720321932,0.3702213279678068,1.0,0.3714637146371464,0.3714637146371464,0.04920049200492,0.0897908979089791,1.0,0.9628252788104088,0.5423572744014733,96,0.1180811808118081,40,0.037174721189591,"{""'10455800'""}"
98,209,13461,13461,24th St & Church St,37.751644,-122.427545,,,https://www.sfmta.com/13461,,,,0,,POINT (-122.427545 37.751644),3500.163895024536,754.7004959035625,1023.2308990957858,584.8102013037701,724.5690396249698,4674.830373953957,459.1277292973179,"['13461', '13460', '13996', '13995']",False,False,False,False,False,False,False,812,634,0,86,424,131,293,692,177,109,88,6,75,21400,1,137,812,737,411.0,1.0,0.7807881773399015,0.0,0.105911330049261,1.0,0.3089622641509434,0.6910377358490566,1.0,0.2557803468208092,0.157514450867052,0.1271676300578034,0.1979768786127167,1.0,0.9076354679802956,0.5061576354679803,181,0.2615606936416185,75,0.0923645320197044,"{""'10455800'""}"
99,211,13465,13465,24th St & Diamond St,37.751092,-122.436402,,,https://www.sfmta.com/13465,,,,0,,POINT (-122.436402 37.751092),2644.4938041322744,1063.9186882298354,274.1722511331938,1073.3709226409767,83.13355730453937,4147.255154567747,502.8847923515088,"['13465', '14371', '14372', '14373']",False,False,True,False,True,False,False,1046,746,17,120,528,228,300,936,424,271,34,6,75,21300,1,59,1046,892,617.0,1.0,0.7131931166347992,0.0162523900573613,0.1147227533460803,1.0,0.4318181818181818,0.5681818181818182,1.0,0.452991452991453,0.2895299145299145,0.0363247863247863,0.063034188034188,1.0,0.8527724665391969,0.5898661567877629,155,0.1655982905982906,154,0.147227533460803,"{""'10455800'""}"
100,212,13467,13467,24th St & Dolores St,37.751787,-122.425265,,,https://www.sfmta.com/13467,,,,0,,POINT (-122.425265 37.751787),3722.460607301363,527.1807362093193,1081.799000420394,430.4981336636327,504.61482347139287,4580.495357421065,707.6455499584098,"['13467', '13466']",False,False,False,False,False,False,False,812,634,0,86,424,131,293,692,177,109,88,6,75,21400,1,137,812,737,411.0,1.0,0.7807881773399015,0.0,0.105911330049261,1.0,0.3089622641509434,0.6910377358490566,1.0,0.2557803468208092,0.157514450867052,0.1271676300578034,0.1979768786127167,1.0,0.9076354679802956,0.5061576354679803,181,0.2615606936416185,75,0.0923645320197044,"{""'10455800'""}"
101,214,13468,13468,24th St & Douglass St,37.751102,-122.438361,,,https://www.sfmta.com/13468,,,,0,,POINT (-122.438361 37.751102),2441.455942717409,1081.2337852763078,43.13409856023762,1102.7908944631793,270.24561644045286,4272.809213960702,739.7987009403515,"['13468', '14443']",False,False,True,False,True,False,False,1086,623,19,114,497,313,184,813,302,302,40,6,75,21200,2,73,1076,1036,589.0,1.0,0.5736648250460405,0.0174953959484346,0.1049723756906077,1.0,0.6297786720321932,0.3702213279678068,1.0,0.3714637146371464,0.3714637146371464,0.04920049200492,0.0897908979089791,1.0,0.9628252788104088,0.5423572744014733,96,0.1180811808118081,40,0.037174721189591,"{""'10455800'""}"
102,215,13470,13470,24th St & Folsom St,37.752462,-122.413933,,,https://www.sfmta.com/13470,,,,0,,POINT (-122.413933 37.752462),3003.829483046935,156.5468805362172,1798.890531766658,88.03043274952802,413.3758902151742,4111.522202395173,1195.5359512959287,"['13470', '13469', '14677', '17312', '14680', '14681']",False,True,False,True,False,False,False,1831,484,22,284,502,138,364,1328,354,81,21,6,75,22901,2,40,1831,990,337.0,1.0,0.2643364281813217,0.01201529219006,0.1551064991807755,1.0,0.2749003984063745,0.7250996015936255,1.0,0.2665662650602409,0.0609939759036144,0.0158132530120481,0.0301204819277108,1.0,0.5406881485527034,0.1840524303659202,949,0.7146084337349398,841,0.4593118514472966,"{""'10455800'""}"
103,217,13471,13471,24th St & Guerrero St,37.752045,-122.422767,,,https://www.sfmta.com/13471,,,,0,,POINT (-122.422767 37.752045),3923.658611608821,249.39777641072027,1185.9415426778855,322.1372453090084,241.9126369783882,4453.510019075176,963.930756111348,"['13471', '13472']",False,True,False,True,True,False,False,1009,694,20,156,373,168,205,927,445,233,19,6,75,21000,2,61,1009,985,305.0,1.0,0.6878097125867195,0.0198216055500495,0.1546085232903865,1.0,0.450402144772118,0.5495978552278821,1.0,0.4800431499460625,0.2513484358144552,0.0204962243797195,0.0658036677454153,1.0,0.9762140733399404,0.3022794846382557,169,0.1823085221143473,24,0.0237859266600594,"{""'10455800'""}"
104,219,13473,13473,24th St & Harrison St,37.752694,-122.412054,,,https://www.sfmta.com/13473,,,,0,,POINT (-122.412054 37.752694),2789.054164998755,336.7283690582764,1652.1312015981734,123.3600616016172,171.70555603396437,4087.275552019561,1148.464072803768,"['13473', '13474']",False,True,False,True,True,False,False,1359,728,16,55,527,67,460,1174,509,182,30,6,75,22901,1,0,1359,911,380.0,1.0,0.5356880058866814,0.0117733627667402,0.0404709345106696,1.0,0.127134724857685,0.872865275142315,1.0,0.4335604770017036,0.1550255536626916,0.0255536626916524,0.0,1.0,0.6703458425312729,0.2796173657100809,453,0.3858603066439523,448,0.329654157468727,"{""'10455800'""}"
105,221,13475,13475,24th St & Hoffman Ave,37.750977,-122.440504,,,https://www.sfmta.com/13475,,,,0,,POINT (-122.440504 37.750977),2159.391420805729,1027.5623186641155,185.5013713053553,1064.4882060436128,504.6351704663524,4228.442816631775,977.5956161600694,"['13475', '15032']",False,False,True,False,False,False,False,1086,623,19,114,497,313,184,813,302,302,40,6,75,21200,2,73,1076,1036,589.0,1.0,0.5736648250460405,0.0174953959484346,0.1049723756906077,1.0,0.6297786720321932,0.3702213279678068,1.0,0.3714637146371464,0.3714637146371464,0.04920049200492,0.0897908979089791,1.0,0.9628252788104088,0.5423572744014733,96,0.1180811808118081,40,0.037174721189591,"{""'10455800'""}"
106,222,13476,13476,24th St & Mission St,37.752321,-122.418333,,,https://www.sfmta.com/13476,,,,0,,POINT (-122.418333 37.752321),3457.1744206421763,53.69115177256775,1479.935461654988,38.43075116399754,290.4429486893054,4263.284384996993,1454.5226581211336,"['13476', '13477', '15565', '15566']",False,True,False,True,True,False,False,1245,660,21,148,595,130,465,1123,408,175,59,6,75,20900,1,0,1245,933,350.0,1.0,0.5301204819277109,0.016867469879518,0.1188755020080321,1.0,0.2184873949579832,0.7815126050420168,1.0,0.3633125556544969,0.1558325912733749,0.0525378450578806,0.0,1.0,0.7493975903614458,0.2811244979919678,493,0.4390026714158504,312,0.2506024096385542,"{""'10455800'""}"
107,224,17263,17263,24th St & Noe St,37.751377,-122.431991,,,https://www.sfmta.com/17263,,,,0,,POINT (-122.431991 37.751377),3061.815862885908,1146.832311979029,760.9158763246937,1019.9397393265642,448.50520237144826,4471.193388717428,23.34232208004337,"['17263', '13478']",False,False,False,False,False,False,True,1204,883,0,211,581,240,341,1089,522,188,106,6,75,21400,3,12,1204,1069,504.0,1.0,0.7333887043189369,0.0,0.1752491694352159,1.0,0.4130808950086058,0.5869191049913941,1.0,0.4793388429752066,0.172635445362718,0.0973370064279155,0.0110192837465564,1.0,0.8878737541528239,0.4186046511627907,261,0.2396694214876033,135,0.112126245847176,"{""'10455800'""}"
108,226,13480,13480,24th St & Potrero Ave,37.75299,-122.40669,,,https://www.sfmta.com/13480,,,,0,,POINT (-122.40669 37.75299),2290.2219907847343,165.8571312812455,1092.326071291866,575.4928224145893,42.76600767555792,4027.949509640369,1173.7450816580883,"['13480', '13511', '14964', '16039', '16038', '16040']",False,True,False,False,True,False,False,1662,571,48,162,520,144,376,1215,238,125,27,6,75,22903,1,52,1593,1359,586.0,1.0,0.3435619735258724,0.0288808664259927,0.0974729241877256,1.0,0.2769230769230769,0.7230769230769231,1.0,0.1958847736625514,0.102880658436214,0.0222222222222222,0.042798353909465,1.0,0.8531073446327684,0.3525872442839952,798,0.6567901234567901,234,0.1468926553672316,"{""'10455800'""}"
109,227,13481,13481,24th St & Sanchez St,37.751645,-122.42955,,,https://www.sfmta.com/13481,,,,0,,POINT (-122.42955 37.751645),3279.8302287013257,1001.236872346822,1006.8899594124086,793.8836771032194,692.6567381838753,4567.593846842815,212.9201291706712,"['13481', '13482']",False,False,False,False,False,False,True,801,577,0,135,495,144,351,709,339,230,49,6,75,21100,2,61,801,781,338.0,1.0,0.7203495630461922,0.0,0.1685393258426966,1.0,0.2909090909090909,0.7090909090909091,1.0,0.4781382228490832,0.3244005641748942,0.0691114245416079,0.0860366713681241,1.0,0.9750312109862672,0.4219725343320848,30,0.0423131170662905,20,0.0249687890137328,"{""'10455800'""}"
110,229,13483,13483,24th St & South Van Ness Ave,37.752445,-122.416156,,,https://www.sfmta.com/13483,,,,0,,POINT (-122.416156 37.752445),3231.6516251681383,158.92678658835308,1679.2928561284812,157.04304902832564,380.0534395286937,4191.70165869959,1323.6597442792806,"['13483', '13484', '17532']",False,True,False,True,True,False,False,1359,728,16,55,527,67,460,1174,509,182,30,6,75,22901,1,0,1359,911,380.0,1.0,0.5356880058866814,0.0117733627667402,0.0404709345106696,1.0,0.127134724857685,0.872865275142315,1.0,0.4335604770017036,0.1550255536626916,0.0255536626916524,0.0,1.0,0.6703458425312729,0.2796173657100809,453,0.3858603066439523,448,0.329654157468727,"{""'10455800'""}"
111,231,13486,13486,24th St & Valencia St,37.752062,-122.42051,,,https://www.sfmta.com/13486,,,,0,,POINT (-122.42051 37.752062),3690.350024116146,8.148822750697907,1187.5831598623083,31.09606699009538,126.88139840102151,4354.035579884555,1211.127058146728,"['13486', '13485', '16877', '16879']",False,True,False,True,True,False,False,1083,684,0,120,403,86,317,911,486,127,66,6,75,20900,4,21,1083,899,358.0,1.0,0.631578947368421,0.0,0.1108033240997229,1.0,0.2133995037220843,0.7866004962779156,1.0,0.5334796926454446,0.1394072447859495,0.0724478594950603,0.0230515916575192,1.0,0.830101569713758,0.3305632502308402,222,0.243688254665203,184,0.1698984302862419,"{""'10455800'""}"
112,233,13489,13489,25th Ave & Balboa St,37.776419,-122.48456,,,https://www.sfmta.com/13489,,,,0,,POINT (-122.48456 37.776419),3360.991415509985,503.5343918884983,4024.543837484408,441.7888028713851,322.32657726121806,5607.878180308455,825.9066729103656,"['13489', '13490', '13051', '13052']",False,False,False,False,True,False,False,1659,480,0,984,649,328,321,1173,489,223,41,6,75,47701,3,40,1659,1483,701.0,1.0,0.2893309222423146,0.0,0.593128390596745,1.0,0.5053929121725732,0.4946070878274268,1.0,0.4168797953964194,0.1901108269394714,0.0349531116794543,0.0341005967604433,1.0,0.8939119951778179,0.4225437010247136,388,0.3307757885763001,176,0.106088004822182,"{""'10455800'""}"
113,235,13491,13491,25th Ave & California St,37.784003,-122.485102,,,https://www.sfmta.com/13491,,,,0,,POINT (-122.485102 37.784003),3852.4451916426833,316.81698932751874,4155.606069287926,379.79467532581646,176.92742132724078,6434.885225584306,859.6153632339889,"['13491', '13492', '18135', '13839', '13840']",False,True,False,True,True,False,False,1244,634,139,367,678,264,414,1055,386,203,43,6,75,42700,1,28,1244,889,859.0,1.0,0.5096463022508039,0.1117363344051446,0.295016077170418,1.0,0.3893805309734513,0.6106194690265486,1.0,0.3658767772511848,0.1924170616113744,0.0407582938388625,0.0265402843601895,1.0,0.7146302250803859,0.6905144694533762,427,0.404739336492891,355,0.2853697749196141,"{""'10455800'""}"
114,238,13495,13495,25th Ave & Clement St,37.782147,-122.484975,,,https://www.sfmta.com/13495,,,,0,,POINT (-122.484975 37.782147),3720.054709247133,374.27282070288857,4107.882991904904,217.0472077988947,47.68187104810415,6246.499969753038,770.1246779612617,"['13492', '18135', '13495', '13496', '13840']",False,True,False,True,True,False,False,1244,634,139,367,678,264,414,1055,386,203,43,6,75,42700,1,28,1244,889,859.0,1.0,0.5096463022508039,0.1117363344051446,0.295016077170418,1.0,0.3893805309734513,0.6106194690265486,1.0,0.3658767772511848,0.1924170616113744,0.0407582938388625,0.0265402843601895,1.0,0.7146302250803859,0.6905144694533762,427,0.404739336492891,355,0.2853697749196141,"{""'10455800'""}"
115,240,13497,13497,25th Ave & El Camino Del Mar,37.787536,-122.485139,,,https://www.sfmta.com/13497,,,,0,,POINT (-122.485139 37.787536),4137.903668068444,535.4666650115761,4282.4033503206,792.4820588565133,585.7312609685431,6852.209948486216,1136.9121409210672,"['13497', '13498']",False,False,False,False,False,False,False,1176,720,0,277,420,263,157,841,255,171,268,6,75,42800,1,18,1176,1085,737.0,1.0,0.6122448979591837,0.0,0.2355442176870748,1.0,0.6261904761904762,0.3738095238095238,1.0,0.3032104637336504,0.2033293697978596,0.3186682520808561,0.0214030915576694,1.0,0.9226190476190476,0.6267006802721088,140,0.1664684898929845,91,0.0773809523809523,"{""'10455800'""}"
116,242,13499,13499,25th Ave & Fulton St,37.772689,-122.484295,,,https://www.sfmta.com/13499,,,,0,,POINT (-122.484295 37.772689),3173.459672290434,867.7329758624987,4031.702275427815,852.6283136459882,515.4682587706207,5182.097334617727,1087.0295502519832,"['13499', '16984', '14748', '14749']",False,False,False,False,False,False,False,1320,724,32,487,725,236,489,1145,416,169,85,6,75,47702,3,27,1320,1070,827.0,1.0,0.5484848484848485,0.0242424242424242,0.3689393939393939,1.0,0.3255172413793103,0.6744827586206896,1.0,0.3633187772925764,0.1475982532751091,0.074235807860262,0.0235807860262008,1.0,0.8106060606060606,0.6265151515151515,448,0.3912663755458515,250,0.1893939393939394,"{""'10455800'""}"
117,243,13501,13501,25th Ave & Geary Blvd,37.779925,-122.484619,,,https://www.sfmta.com/13501,,,,0,,POINT (-122.484619 37.779925),3589.049041798743,315.8281235653752,4068.279407457152,91.06101365793944,220.80823481365297,6022.454401930563,728.6135296497342,"['13501', '13500', '14269', '14270']",False,True,False,True,True,False,False,1440,678,0,501,632,170,462,1049,549,139,140,6,75,47701,1,26,1440,1022,557.0,1.0,0.4708333333333333,0.0,0.3479166666666666,1.0,0.2689873417721519,0.7310126582278481,1.0,0.5233555767397522,0.1325071496663489,0.1334604385128694,0.0247855100095328,1.0,0.7097222222222223,0.3868055555555555,203,0.1935176358436606,418,0.2902777777777778,"{""'10455800'""}"
118,245,17525,17525,25th Avenue & Dakota Street,37.752348,-122.394695,,,https://www.sfmta.com/17525,,,,0,,POINT (-122.394695 37.752348),1477.7339055439563,1350.5869984504066,419.66906431603417,928.1073108705224,853.1435681745739,4105.148824526829,1642.861912404647,"['17525', '13504', '13507', '14128']",False,False,False,False,False,False,False,296,84,16,169,127,26,101,234,112,12,10,6,75,980900,1,20,296,229,132.0,1.0,0.2837837837837837,0.054054054054054,0.5709459459459459,1.0,0.2047244094488189,0.7952755905511811,1.0,0.4786324786324786,0.0512820512820512,0.0427350427350427,0.0854700854700854,1.0,0.7736486486486487,0.4459459459459459,80,0.3418803418803419,67,0.2263513513513513,"{""'10455800'""}"
119,246,13505,13505,25th St & Connecticut St,37.752242,-122.39662,,,https://www.sfmta.com/13505,,,,0,,POINT (-122.39662 37.752242),1589.4265097975756,1143.2131737979312,426.8106939850167,1100.262281678924,1017.120934446438,4094.0220010967296,1697.5949147514923,"['13505', '13504', '13507', '13512', '13513', '14128', '14129', '14130']",False,False,False,False,False,False,False,1028,269,251,154,471,72,399,801,112,41,46,6,75,61401,1,18,1028,588,323.0,1.0,0.2616731517509728,0.2441634241245136,0.1498054474708171,1.0,0.1528662420382165,0.8471337579617835,1.0,0.1398252184769038,0.0511860174781523,0.0574282147315855,0.0224719101123595,1.0,0.5719844357976653,0.3142023346303502,584,0.7290886392009988,440,0.4280155642023346,"{""'10455800'""}"
120,252,13514,13514,26th St & Castro St,37.74815,-122.43363,,,https://www.sfmta.com/13514,,,,0,,POINT (-122.43363 37.74815),2973.468588016851,1266.1092476536062,589.7315046788268,1110.6835451284448,344.16300355775485,4071.3571079317016,305.01165723111774,"['13514', '14328', '14329', '17290']",False,False,False,False,True,False,True,1204,883,0,211,581,240,341,1089,522,188,106,6,75,21400,3,12,1204,1069,504.0,1.0,0.7333887043189369,0.0,0.1752491694352159,1.0,0.4130808950086058,0.5869191049913941,1.0,0.4793388429752066,0.172635445362718,0.0973370064279155,0.0110192837465564,1.0,0.8878737541528239,0.4186046511627907,261,0.2396694214876033,135,0.112126245847176,"{""'10455800'""}"
121,253,13516,13516,26th St & De Haro St,37.75086,-122.40015,,,https://www.sfmta.com/13516,,,,0,,POINT (-122.40015 37.75086),1813.361164618634,849.8158876798983,571.2685034113227,1160.3227883166626,731.1733995158195,4216.086210528649,1682.6283205239035,"['13516', '13517', '13522', '13524', '16200']",False,False,False,False,False,False,False,1028,269,251,154,471,72,399,801,112,41,46,6,75,61401,1,18,1028,588,323.0,1.0,0.2616731517509728,0.2441634241245136,0.1498054474708171,1.0,0.1528662420382165,0.8471337579617835,1.0,0.1398252184769038,0.0511860174781523,0.0574282147315855,0.0224719101123595,1.0,0.5719844357976653,0.3142023346303502,584,0.7290886392009988,440,0.4280155642023346,"{""'10455800'""}"
122,255,13520,13520,26th St & Noe St,37.74827,-122.43177,,,https://www.sfmta.com/13520,,,,0,,POINT (-122.43177 37.74827),3244.4385275439563,1310.47550679986,600.1142862432603,803.6329743151038,612.3422885911214,3990.680475064148,339.13633512401054,"['13520', '13521', '15732', '15733']",False,False,False,False,False,False,True,1204,883,0,211,581,240,341,1089,522,188,106,6,75,21400,3,12,1204,1069,504.0,1.0,0.7333887043189369,0.0,0.1752491694352159,1.0,0.4130808950086058,0.5869191049913941,1.0,0.4793388429752066,0.172635445362718,0.0973370064279155,0.0110192837465564,1.0,0.8878737541528239,0.4186046511627907,261,0.2396694214876033,135,0.112126245847176,"{""'10455800'""}"
123,259,16321,16321,274 Sagamore St,37.71144,-122.46156,,,https://www.sfmta.com/16321,,,,0,,POINT (-122.46156 37.71144),5757.781200773882,636.4508732104523,2217.818099291303,1305.5198725945766,266.35976026362965,1893.0753663142664,2335.2405523647003,"['16321', '16324']",False,False,False,False,True,False,False,844,122,10,397,194,176,18,624,114,76,11,6,75,31401,2,0,844,757,,1.0,0.1445497630331753,0.0118483412322274,0.4703791469194313,1.0,0.9072164948453608,0.0927835051546391,1.0,0.1826923076923076,0.1217948717948717,0.0176282051282051,0.0,1.0,0.8969194312796208,,430,0.6891025641025641,87,0.1030805687203791,"{""'10455800'""}"
124,261,13802,13802,281 Buckingham Way,37.72748,-122.480035,,,https://www.sfmta.com/13802,,,,0,,POINT (-122.480035 37.72748),4549.262751743648,265.0491365674932,275.5837098071856,605.2103594014587,452.7473534121508,313.3212594991905,195.7736892754545,"['13801', '13802', '13803', '17807', '16953', '16952']",False,True,True,False,False,True,True,4262,1493,477,1039,604,0,604,957,345,111,8,6,75,33201,1,93,1705,876,608.0,1.0,0.3503050211168465,0.1119192867198498,0.2437822618488972,1.0,0.0,1.0,1.0,0.3605015673981191,0.115987460815047,0.0083594566353187,0.0971786833855799,1.0,0.513782991202346,0.1426560300328484,400,0.4179728317659352,829,0.4862170087976539,"{""'10455800'""}"
125,262,13525,13525,29th Ave & Vicente St,37.73896,-122.48611,,,https://www.sfmta.com/13525,,,,0,,POINT (-122.48611 37.73896),4193.624600251782,866.7802672594789,1120.7816495429618,709.8428370922124,727.3543056829463,1777.648982419936,1612.6433605923569,"['13525', '16835']",False,False,False,False,False,False,False,1355,272,22,564,430,261,169,1117,611,80,62,6,75,33001,3,0,1355,995,870.0,1.0,0.2007380073800738,0.0162361623616236,0.4162361623616236,1.0,0.6069767441860465,0.3930232558139535,1.0,0.5470008952551477,0.0716204118173679,0.0555058191584601,0.0,1.0,0.7343173431734318,0.6420664206642066,364,0.3258728737690242,360,0.2656826568265683,"{""'10455800'""}"
126,263,13527,13527,30th Ave & Quintara St,37.74808,-122.487926,,,https://www.sfmta.com/13527,,,,0,,POINT (-122.487926 37.74808),3678.6185126726064,650.5206499717168,1926.7466928858364,863.7927568460492,643.481721495908,2565.693055758325,2002.734409312344,"['13527', '13526', '13528', '16152', '16153', '16154', '16155']",False,False,False,False,False,False,False,1825,350,0,1160,468,409,59,1265,595,27,67,6,75,32901,2,0,1825,1581,981.0,1.0,0.1917808219178082,0.0,0.6356164383561644,1.0,0.8739316239316239,0.126068376068376,1.0,0.4703557312252964,0.0213438735177865,0.0529644268774703,0.0,1.0,0.8663013698630136,0.5375342465753424,576,0.4553359683794466,244,0.1336986301369863,"{""'10455800'""}"
127,266,13529,13529,30th Ave & Rivera St,37.74616,-122.48767,,,https://www.sfmta.com/13529,,,,0,,POINT (-122.48767 37.74616),3884.660626541873,903.6661524533824,1736.0188110710767,772.29519547258,712.4553459761526,2381.097143996042,2210.2643481038726,"['13528', '13529', '13530']",False,False,False,False,False,False,False,1218,248,0,942,388,363,25,927,241,195,42,6,75,32901,3,19,1199,985,616.0,1.0,0.2036124794745484,0.0,0.7733990147783252,1.0,0.9355670103092784,0.0644329896907216,1.0,0.2599784250269687,0.2103559870550161,0.0453074433656957,0.0204962243797195,1.0,0.8215179316096747,0.5057471264367817,480,0.517799352750809,214,0.1784820683903252,"{""'10455800'""}"
128,268,13531,13531,30th Ave & Santiago St,37.74427,-122.48756,,,https://www.sfmta.com/13531,,,,0,,POINT (-122.48756 37.74427),3980.01630974573,893.2285043706653,1533.314331406291,711.3565135765334,686.1088217035773,2183.735336042507,2014.791064645473,"['13530', '13531', '13532', '16626']",False,False,False,False,False,False,False,1276,337,12,807,424,248,176,922,419,89,28,6,75,32901,4,28,1276,1114,662.0,1.0,0.2641065830721003,0.0094043887147335,0.6324451410658307,1.0,0.5849056603773585,0.4150943396226415,1.0,0.4544468546637744,0.096529284164859,0.0303687635574837,0.0303687635574837,1.0,0.8730407523510971,0.5188087774294671,379,0.4110629067245119,162,0.1269592476489028,"{""'10455800'""}"
129,270,13533,13533,30th Ave & Taraval St,37.74241,-122.48743,,,https://www.sfmta.com/13533,,,,0,,POINT (-122.48743 37.74241),4080.2762419111455,904.0990490555998,1351.643750494574,722.2134303688641,677.9361762572901,2007.7459310050635,1841.866199874784,"['13532', '13533', '13534', '16626', '16627', '16735']",False,False,False,False,False,False,False,1328,300,0,1003,369,277,92,1146,375,78,37,6,75,33001,2,25,1328,1076,757.0,1.0,0.2259036144578313,0.0,0.7552710843373494,1.0,0.7506775067750677,0.2493224932249322,1.0,0.3272251308900523,0.0680628272251308,0.0322862129144851,0.0218150087260034,1.0,0.8102409638554217,0.5700301204819277,631,0.5506108202443281,252,0.1897590361445783,"{""'10455800'""}"
130,272,13536,13536,30th St & Church St,37.74204,-122.42676,,,https://www.sfmta.com/13536,,,,0,,POINT (-122.42676 37.74204),4004.4765664805336,1127.1283535195994,126.11377679103,217.8161103201268,875.6126947356701,3767.725047259634,1027.8092266156962,"['13536', '13535', '13966', '13965', '13999', '14000', '14004']",False,False,True,True,False,False,False,1593,862,49,162,665,358,307,1271,421,259,228,6,75,21800,1,8,1593,1550,979.0,1.0,0.5411173885750157,0.0307595731324544,0.1016949152542373,1.0,0.5383458646616541,0.4616541353383459,1.0,0.3312352478363493,0.2037765538945712,0.1793863099921321,0.006294256490952,1.0,0.9730069052102952,0.6145637162586315,355,0.2793076317859952,43,0.0269930947897049,"{""'10455800'""}"
131,274,13538,13538,30th St & Dolores St,37.74217,-122.424457,,,https://www.sfmta.com/13538,,,,0,,POINT (-122.424457 37.74217),4286.977088190392,1014.0606931542918,375.2629706302182,172.27459771590912,941.8721141533166,3918.586144477296,1293.1883406998084,"['13538', '13537', '13966', '13965']",False,False,True,True,False,False,False,1593,862,49,162,665,358,307,1271,421,259,228,6,75,21800,1,8,1593,1550,979.0,1.0,0.5411173885750157,0.0307595731324544,0.1016949152542373,1.0,0.5383458646616541,0.4616541353383459,1.0,0.3312352478363493,0.2037765538945712,0.1793863099921321,0.006294256490952,1.0,0.9730069052102952,0.6145637162586315,355,0.2793076317859952,43,0.0269930947897049,"{""'10455800'""}"
132,276,13540,13540,30th St & Mission St,37.742408,-122.422037,,,https://www.sfmta.com/13540,,,,0,,POINT (-122.422037 37.742408),4348.673051712515,871.0066592323433,568.519775270816,15.427005653421642,907.7319470005108,3886.144963560863,1452.0908934300412,"['13540', '13541', '14156', '14157', '15572', '15571', '15583', '15584']",False,False,False,True,False,False,False,740,405,0,73,279,87,192,538,161,73,8,6,75,25300,3,16,740,579,339.0,1.0,0.5472972972972973,0.0,0.0986486486486486,1.0,0.3118279569892473,0.6881720430107527,1.0,0.2992565055762082,0.1356877323420074,0.0148698884758364,0.0297397769516728,1.0,0.7824324324324324,0.4581081081081081,280,0.5204460966542751,161,0.2175675675675675,"{""'10455800'""}"
