,,update_count,driving_time,routes,source_stop_id,destination_stop_id,avg_delay
18091,18092,1,0.0,"('96-13172',)",18091,18092,8.9
18092,18093,1,0.0,"('96-13172',)",18092,18093,9.02
18093,18094,1,1.0,"('96-13172',)",18093,18094,8.719999999999999
18094,18095,1,0.0,"('96-13172',)",18094,18095,8.959999999999999
18095,18096,1,0.0,"('96-13172',)",18095,18096,9.0
18096,12103,1,5.0,"('96-13172',)",18096,12103,4.95
12103,12098,3,1.0,"('96-13172', '94-13172', '81-13172')",12103,12098,0.9857142857142858
12098,12616,1,2.0,"('96-13172',)",12098,12616,5.4799999999999995
12616,3106,1,3.0,"('96-13172',)",12616,3106,5.28
32164,17717,1,1.0,"('218-13172',)",32164,17717,7.666666666666667
17717,32165,1,0.0,"('218-13172',)",17717,32165,8.766666666666667
32165,32166,1,1.0,"('218-13172',)",32165,32166,8.466666666666667
32166,32167,1,1.0,"('218-13172',)",32166,32167,8.166666666666666
32167,32168,1,3.0,"('218-13172',)",32167,32168,7.9750000000000005
32168,17715,1,2.0,"('218-13172',)",32168,17715,8.9
17715,32169,1,3.0,"('218-13172',)",17715,32169,7.779999999999999
32169,32170,1,4.0,"('218-13172',)",32169,32170,10.3
32170,32171,1,1.0,"('218-13172',)",32170,32171,18.542857142857144
32171,14353,1,2.0,"('218-13172',)",32171,14353,10.4
14353,6009,1,2.0,"('218-13172',)",14353,6009,13.0
6009,6014,1,1.0,"('218-13172',)",6009,6014,13.319999999999999
6014,10409,1,2.0,"('218-13172',)",6014,10409,12.700000000000001
10409,11984,1,1.0,"('218-13172',)",10409,11984,13.866666666666667
11984,11986,1,2.0,"('218-13172',)",11984,11986,12.766666666666666
11986,11985,1,1.0,"('218-13172',)",11986,11985,12.933333333333332
11985,11981,1,1.0,"('218-13172',)",11985,11981,12.333333333333334
11981,11991,1,1.0,"('218-13172',)",11981,11991,12.733333333333334
11991,13416,1,1.0,"('218-13172',)",11991,13416,13.180000000000001
13416,15633,1,1.0,"('218-13172',)",13416,15633,12.433333333333332
15633,15656,1,2.0,"('218-13172',)",15633,15656,12.333333333333334
15656,15650,1,1.0,"('218-13172',)",15656,15650,12.200000000000001
15650,13668,1,1.0,"('218-13172',)",15650,13668,13.1
13668,15654,2,1.0,"('218-13172', '617-13172')",13668,15654,3.211111111111111
15654,1428,1,3.0,"('218-13172',)",15654,1428,14.433333333333332
639,11416,1,1.0,"('230-13172',)",639,11416,0.73
11416,11413,1,2.0,"('230-13172',)",11416,11413,1.08
11413,11398,1,2.0,"('230-13172',)",11413,11398,1.3599999999999999
11398,11417,1,1.0,"('230-13172',)",11398,11417,1.05
11417,11404,1,2.0,"('230-13172',)",11417,11404,6.25625
11404,11382,1,1.0,"('230-13172',)",11404,11382,1.44
11382,3086,1,2.0,"('230-13172',)",11382,3086,0.74
3086,11388,1,1.0,"('230-13172',)",3086,11388,8.5875
11388,11385,1,2.0,"('230-13172',)",11388,11385,2.590909090909091
11385,11389,1,1.0,"('230-13172',)",11385,11389,2.1545454545454543
