,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,geometry,routes
855,02664,,CEDAR RD & COVENTRY RD,,41.501112,-81.579765,,,0,,0,POINT (-81.579765 41.501112),
856,02665,,CEDAR RD & COVENTRY RD,,41.501239,-81.579574,,,0,,0,POINT (-81.579574 41.501239),
857,02666,,CEDAR RD & DEMINGTON DR,,41.501068,-81.585067,,,0,,0,POINT (-81.585067 41.501068),
858,02667,,CEDAR RD & DEMINGTON DR,,41.5012,-81.584631,,,0,,0,POINT (-81.584631 41.5012),
859,02668,,CEDAR AV & E 100TH ST,,41.499367,-81.618505,,,0,,0,POINT (-81.618505 41.499367),
860,02669,,CEDAR AV & E 100TH ST,,41.49943,-81.618132,,,0,,0,POINT (-81.618132 41.49943),
861,02670,,CEDAR AV & E 105TH ST,,41.499245,-81.615455,,,0,,0,POINT (-81.615455 41.499245),
862,02671,,CEDAR AV & E 105TH ST,,41.499378,-81.615663,,,0,,0,POINT (-81.615663 41.499378),
863,02675,,CEDAR AV & E 22ND ST,,41.498589,-81.674245,,,0,,0,POINT (-81.674245 41.498589),
864,02677,,CEDAR AV & E 28TH ST,,41.498732,-81.668581,,,0,,0,POINT (-81.668581 41.498732),
865,02678,,CEDAR AV & E 28TH ST,,41.498829,-81.66835,,,0,,0,POINT (-81.66835 41.498829),
866,02679,,CEDAR AV & E 30TH ST,,41.498882,-81.666861,,,0,,0,POINT (-81.666861 41.498882),"('18',)"
867,02680,,CEDAR AV & E 30TH ST,,41.499019,-81.666451,,,0,,0,POINT (-81.666451 41.499019),
868,02682,,CEDAR AV & E 33RD ST,,41.499006,-81.664427,,,0,,0,POINT (-81.664427 41.499006),
869,02683,,CEDAR AV & E 35TH ST,,41.499192,-81.663509,,,0,,0,POINT (-81.663509 41.499192),
870,02684,,CEDAR AV & E 36TH ST,,41.499241,-81.662427,,,0,,0,POINT (-81.662427 41.499241),
871,02685,,CEDAR AV & E 36TH ST,,41.49935,-81.661937,,,0,,0,POINT (-81.661937 41.49935),
872,02686,,CEDAR AV & E 38TH ST,,41.499477,-81.660123,,,0,,0,POINT (-81.660123 41.499477),
873,02687,,CEDAR AV & E 38TH ST,,41.499603,-81.65996,,,0,,0,POINT (-81.65996 41.499603),
874,02688,,CEDAR AV & E 40TH ST,,41.49981,-81.657274,,,0,,0,POINT (-81.657274 41.49981),
875,02689,,CEDAR AV & E 40TH ST,,41.499941,-81.656973,,,0,,0,POINT (-81.656973 41.499941),
876,02690,,CEDAR AV & E 46TH ST,,41.500072,-81.65475,,,0,,0,POINT (-81.65475 41.500072),
877,02691,,CEDAR AV & E 46TH ST,,41.500201,-81.654508,,,0,,0,POINT (-81.654508 41.500201),"('34',)"
878,02694,,CEDAR AV & E 55TH ST,,41.500377,-81.65224,,,0,,0,POINT (-81.65224 41.500377),"('28',)"
879,02695,,CEDAR AV & E 55TH ST,,41.500493,-81.652272,,,0,,0,POINT (-81.652272 41.500493),
880,02696,,CEDAR AV & E 65TH ST,,41.500501,-81.645521,,,0,,0,POINT (-81.645521 41.500501),"('34',)"
881,02698,,CEDAR AV & E 69TH ST,,41.500605,-81.642032,,,0,,0,POINT (-81.642032 41.500605),"('41', '37', '35', '28')"
882,02699,,CEDAR AV & E 71ST ST,,41.500372,-81.639685,,,0,,0,POINT (-81.639685 41.500372),"('9', '11')"
883,02700,,CEDAR AV & E 71ST ST,,41.500493,-81.639347,,,0,,0,POINT (-81.639347 41.500493),"('34',)"
884,02702,,CEDAR AV & E 74TH ST,,41.500272,-81.637094,,,0,,0,POINT (-81.637094 41.500272),"('34',)"
885,02703,,CEDAR AV & E 74TH ST,,41.500347,-81.636689,,,0,,0,POINT (-81.636689 41.500347),"('34',)"
886,02704,,CEDAR AV & E 77TH ST,,41.500281,-81.635363,,,0,,0,POINT (-81.635363 41.500281),
887,02705,,CEDAR AV & E 79TH ST,,41.500086,-81.63361,,,0,,0,POINT (-81.63361 41.500086),
888,02706,,CEDAR AV & E 79TH ST,,41.500184,-81.633382,,,0,,0,POINT (-81.633382 41.500184),
889,02707,,CEDAR AV & E 81ST ST,,41.499985,-81.631546,,,0,,0,POINT (-81.631546 41.499985),"('6',)"
890,02708,,CEDAR AV & E 81ST ST,,41.500102,-81.631519,,,0,,0,POINT (-81.631519 41.500102),"('34',)"
891,02709,,CEDAR AV & E 83RD ST,,41.499938,-81.629869,,,0,,0,POINT (-81.629869 41.499938),
892,02710,,CEDAR AV & E 83RD ST,,41.499995,-81.629485,,,0,,0,POINT (-81.629485 41.499995),"('41', '28')"
893,02711,,CEDAR AV & E 84TH ST,,41.499859,-81.62865,,,0,,0,POINT (-81.62865 41.499859),
894,02712,,CEDAR AV & E 84TH ST,,41.499933,-81.628276,,,0,,0,POINT (-81.628276 41.499933),
895,02713,,CEDAR AV & E 86TH ST,,41.499772,-81.626451,,,0,,0,POINT (-81.626451 41.499772),
896,02714,,CEDAR AV & E 86TH ST,,41.499865,-81.626886,,,0,,0,POINT (-81.626886 41.499865),"('28',)"
897,02715,,CEDAR AV & E 89TH ST,,41.499659,-81.624685,,,0,,0,POINT (-81.624685 41.499659),"('28',)"
898,02716,,CEDAR AV & E 89TH ST,,41.499735,-81.624342,,,0,,0,POINT (-81.624342 41.499735),"('28',)"
899,02717,,CEDAR AV & E 93RD ST,,41.499552,-81.621902,,,0,,0,POINT (-81.621902 41.499552),
900,02718,,CEDAR AV & E 93RD ST,,41.499623,-81.621528,,,0,,0,POINT (-81.621528 41.499623),
901,02719,,CEDAR AV & E 97TH ST,,41.499541,-81.620047,,,0,,0,POINT (-81.620047 41.499541),
902,02720,,CEDAR AV & E 97TH ST,,41.499427,-81.619538,,,0,,0,POINT (-81.619538 41.499427),
903,02727,,CEDAR RD & FENWICK RD,,41.501288,-81.540977,,,0,,0,POINT (-81.540977 41.501288),
904,02728,,CEDAR RD & FENWICK RD,,41.501437,-81.540794,,,0,,0,POINT (-81.540794 41.501437),
905,02732,,CEDAR RD & GOODNOR RD,,41.501225,-81.560898,,,0,,0,POINT (-81.560898 41.501225),
906,02733,,CEDAR RD & GOODNOR RD,,41.501354,-81.560769,,,0,,0,POINT (-81.560769 41.501354),
907,02734,,CEDAR RD & GRANDVIEW AV,,41.500997,-81.593538,,,0,,0,POINT (-81.593538 41.500997),
908,02736,,CEDAR RD & S GREEN RD,,41.501432,-81.518472,,,0,,0,POINT (-81.518472 41.501432),
909,02737,,CEDAR RD & HALCYON RD,,41.501285,-81.507744,,,0,,0,POINT (-81.507744 41.501285),
910,02738,,CEDAR RD & HALCYON RD,,41.501404,-81.507685,,,0,,0,POINT (-81.507685 41.501404),
911,02740,,CEDAR RD & KERWIN RD,,41.501308,-81.521925,,,0,,0,POINT (-81.521925 41.501308),
912,02742,,CEDAR RD & LAMBERTON RD,,41.501257,-81.576826,,,0,,0,POINT (-81.576826 41.501257),
913,02748,,CEDAR RD & LANGERDALE RD,,41.501439,-81.520955,,,0,,0,POINT (-81.520955 41.501439),
914,02749,,CEDAR RD & LEE RD,,41.501184,-81.565274,,,0,,0,POINT (-81.565274 41.501184),
915,02751,,CEDAR RD & LEE RD,,41.501311,-81.565131,,,0,,0,POINT (-81.565131 41.501311),
916,02752,,CEDAR RD & LYNDWAY RD,,41.501291,-81.512541,,,0,,0,POINT (-81.512541 41.501291),
917,02753,,CEDAR RD & LYNDWAY RD,,41.501424,-81.512595,,,0,,0,POINT (-81.512595 41.501424),
918,02754,,CEDAR RD & MAPLEWOOD RD,,41.501264,-81.573349,,,0,,0,POINT (-81.573349 41.501264),
919,02755,,CEDAR RD & MIDDLEFIELD RD,,41.501088,-81.582602,,,0,,0,POINT (-81.582602 41.501088),
920,02756,,CEDAR RD & MIDDLEFIELD RD,,41.50122,-81.582208,,,0,,0,POINT (-81.582208 41.50122),
921,02758,,CEDAR RD & MIRAMAR BLVD,,41.501301,-81.531668,,,0,,0,POINT (-81.531668 41.501301),
922,02759,,CEDAR RD & MIRAMAR BLVD,,41.501448,-81.530806,,,0,,0,POINT (-81.530806 41.501448),
923,02761,,CEDAR RD & W MURRAY HILL RD,,41.49968,-81.602926,,,0,,0,POINT (-81.602926 41.49968),
924,02763,,CEDAR RD & NORFOLK RD,,41.501028,-81.590062,,,0,,0,POINT (-81.590062 41.501028),
925,02764,,CEDAR RD & NORFOLK RD,,41.501152,-81.589979,,,0,,0,POINT (-81.589979 41.501152),
926,02765,,CEDAR RD & OAKDALE RD,,41.501173,-81.567558,,,0,,0,POINT (-81.567558 41.501173),
927,02766,,CEDAR RD & OAKDALE RD,,41.501293,-81.56769,,,0,,0,POINT (-81.56769 41.501293),
928,02767,,CEDAR RD & RICHMOND RD,,41.501196,-81.49712,,,0,,0,POINT (-81.49712 41.501196),"('39',)"
929,02769,,CEDAR RD & RICHMOND RD,,41.501353,-81.498573,,,0,,0,POINT (-81.498573 41.501353),
930,02771,,CEDAR RD & S BELVOIR BLVD,,41.501313,-81.525202,,,0,,0,POINT (-81.525202 41.501313),
931,02775,,CEDAR RD & S BELVOIR BLVD,,41.501445,-81.524142,,,0,,0,POINT (-81.524142 41.501445),
932,02776,,CEDAR RD & S OVERLOOK RD,,41.500945,-81.597049,,,0,,0,POINT (-81.597049 41.500945),
933,02777,,CEDAR RD & S OVERLOOK RD,,41.501075,-81.59689,,,0,,0,POINT (-81.59689 41.501075),
934,02778,,CEDAR RD & STILLMAN RD,,41.501129,-81.577421,,,0,,0,POINT (-81.577421 41.501129),
935,02781,,CEDAR RD & S TAYLOR RD,,41.501267,-81.556374,,,0,,0,POINT (-81.556374 41.501267),
936,02782,,CEDAR RD & S TAYLOR RD,,41.501429,-81.555747,,,0,,0,POINT (-81.555747 41.501429),
937,02783,,CEDAR RD & THAYNE RD,,41.501283,-81.551756,,,0,,0,POINT (-81.551756 41.501283),
938,02784,,CEDAR RD & THAYNE RD,,41.50141,-81.55185,,,0,,0,POINT (-81.55185 41.50141),
939,02785,,CEDAR RD & WARRENSVILLE CTR RD,,41.501287,-81.536768,,,0,,0,POINT (-81.536768 41.501287),
940,02788,,CEDAR RD & WARRENSVILLE CTR RD,,41.501447,-81.53651,,,0,,0,POINT (-81.53651 41.501447),
941,02789,,CEDAR RD & WASHINGTON BLVD,,41.501428,-81.545192,,,0,,0,POINT (-81.545192 41.501428),
942,02792,,CEDAR RD & WRENFORD RD,,41.501316,-81.526842,,,0,,0,POINT (-81.526842 41.501316),
943,02793,,CEDAR RD & WRENFORD RD,,41.501451,-81.526356,,,0,,0,POINT (-81.526356 41.501451),
944,02794,,CENTER RIDGE RD & LAKEVIEW AV,,41.464557,-81.843665,,,0,,0,POINT (-81.843665 41.464557),
945,02796,,CENTER RIDGE RD & ARTHUR AV,,41.456324,-81.900612,,,0,,0,POINT (-81.900612 41.456324),
946,02798,,CENTER RIDGE RD & BAY LANDING DR,,41.443419,-81.933588,,,0,,0,POINT (-81.933588 41.443419),
947,02799,,CENTER RIDGE RD & BEVERLY HILLS DR,,41.457253,-81.870834,,,0,,0,POINT (-81.870834 41.457253),
948,02800,,CENTER RIDGE RD & BEARS RUN,,41.457372,-81.870929,,,0,,0,POINT (-81.870929 41.457372),
949,02802,,CENTER RIDGE RD & CANTERBURY RD,,41.452619,-81.912422,,,0,,0,POINT (-81.912422 41.452619),
950,02803,,CENTER RIDGE RD & CANTERBURY RD,,41.45287,-81.912136,,,0,,0,POINT (-81.912136 41.45287),
951,02804,,CENTER RIDGE RD & CHASE DR,,41.440089,-81.936734,,,0,,0,POINT (-81.936734 41.440089),
952,02805,,CENTER RIDGE RD & CLAGUE RD,,41.456656,-81.883492,,,0,,0,POINT (-81.883492 41.456656),
953,02806,,CENTER RIDGE RD & CLAGUE RD,,41.456524,-81.882196,,,0,,0,POINT (-81.882196 41.456524),
954,02808,,CENTER RIDGE RD & COLUMBIA RD,,41.455825,-81.902598,,,0,,0,POINT (-81.902598 41.455825),
955,02809,,CENTER RIDGE RD & COLUMBIA RD,,41.455849,-81.90302,,,0,,0,POINT (-81.90302 41.455849),
956,02814,,CENTER RIDGE RD & DOVER CENTER RD,,41.44943,-81.92174,,,0,,0,POINT (-81.92174 41.44943),"('39',)"
957,02815,,CENTER RIDGE RD & DOVER CENTER RD,,41.4493,-81.922556,,,0,,0,POINT (-81.922556 41.4493),"('39',)"
958,02816,,CENTER RIDGE RD & FOREST PKWY,,41.45114,-81.917005,,,0,,0,POINT (-81.917005 41.45114),"('39',)"
959,02817,,CENTER RIDGE RD & FOREST PKWY,,41.451249,-81.916998,,,0,,0,POINT (-81.916998 41.451249),"('39',)"
960,02818,,CENTER RIDGE RD & FORESTVIEW AV,,41.462678,-81.849617,,,0,,0,POINT (-81.849617 41.462678),"('39',)"
961,02821,,CENTER RIDGE RD & GLENMORE DR,,41.446662,-81.929125,,,0,,0,POINT (-81.929125 41.446662),
962,02822,,CENTER RIDGE RD & GLENMORE DR,,41.446811,-81.929045,,,0,,0,POINT (-81.929045 41.446811),
963,02825,,CENTER RIDGE RD & KING JAMES PKWY,,41.456926,-81.898077,,,0,,0,POINT (-81.898077 41.456926),
964,02826,,CENTER RIDGE RD & KING JAMES PKWY,,41.457139,-81.897714,,,0,,0,POINT (-81.897714 41.457139),
965,02827,,CENTER RIDGE RD & LAKEVIEW AV,,41.46456,-81.843035,,,0,,0,POINT (-81.843035 41.46456),
966,02839,,CENTER RIDGE RD & PEASE DR,,41.460433,-81.857566,,,0,,0,POINT (-81.857566 41.460433),
967,02840,,CENTER RIDGE RD & PEBBLEBROOK DR,,41.456488,-81.877837,,,0,,0,POINT (-81.877837 41.456488),
968,02841,,CENTER RIDGE RD & ACADIA TERRACE,,41.456576,-81.877769,,,0,,0,POINT (-81.877769 41.456576),
969,02845,,CENTER RIDGE RD & RIVER OAKS DR,,41.459668,-81.860649,,,0,,0,POINT (-81.860649 41.459668),
970,02846,,CENTER RIDGE RD & RIVER OAKS DR,,41.459236,-81.861421,,,0,,0,POINT (-81.861421 41.459236),
971,02848,,CENTER RIDGE RD & SPENCER RD,,41.458483,-81.8643,,,0,,0,POINT (-81.8643 41.458483),
972,02852,,CENTER RIDGE RD & W HEDGEWOOD DR,,41.454775,-81.906068,,,0,,0,POINT (-81.906068 41.454775),"('2',)"
973,02853,,CENTER RIDGE RD & W 210TH ST,,41.461987,-81.851662,,,0,,0,POINT (-81.851662 41.461987),"('2',)"
974,02855,,CENTER RIDGE RD & WALTER RD,,41.457976,-81.892847,,,0,,0,POINT (-81.892847 41.457976),"('2',)"
975,02856,,CENTER RIDGE RD & WALTER RD,,41.458104,-81.892415,,,0,,0,POINT (-81.892415 41.458104),
976,02863,,CENTER RD & CARLYLE RD,,41.406761,-81.53725,,,0,,0,POINT (-81.53725 41.406761),
977,02866,,CENTER RD & ELLENWOOD AV,,41.399626,-81.537139,,,0,,0,POINT (-81.537139 41.399626),
978,02867,,CENTER RD & ELM ST,,41.396598,-81.53701,,,0,,0,POINT (-81.53701 41.396598),
979,02868,,CENTER RD & ELM ST,,41.396646,-81.537121,,,0,,0,POINT (-81.537121 41.396646),
980,02872,,365 CENTER RD,,41.403821,-81.537212,,,0,,0,POINT (-81.537212 41.403821),
981,02873,,CENTER RD & GRAND BLVD,,41.408262,-81.537306,,,0,,0,POINT (-81.537306 41.408262),"('2',)"
982,02874,,CENTER RD & GOULD AV,,41.401753,-81.537184,,,0,,0,POINT (-81.537184 41.401753),"('37',)"
983,02875,,370 CENTER RD,,41.403824,-81.53707,,,0,,0,POINT (-81.53707 41.403824),"('37',)"
984,02916,,CHAGRIN BLVD & AVALON RD,,41.464453,-81.558674,,,0,,0,POINT (-81.558674 41.464453),"('37',)"
985,02917,,CHAGRIN BLVD & AVALON RD,,41.464625,-81.558766,,,0,,0,POINT (-81.558766 41.464625),"('37',)"
986,02918,,CHAGRIN BLVD & AVONDALE AV,,41.462297,-81.478537,,,0,,0,POINT (-81.478537 41.462297),
987,02919,,CHAGRIN BLVD & BELMONT RD,,41.462289,-81.475418,,,0,,0,POINT (-81.475418 41.462289),
988,02920,,CHAGRIN BLVD & BELMONT RD,,41.462442,-81.474866,,,0,,0,POINT (-81.474866 41.462442),
989,02922,,CHAGRIN BLVD & CHELTON RD,,41.464415,-81.567526,,,0,,0,POINT (-81.567526 41.464415),
990,02923,,CHAGRIN BLVD & CHELTON RD,,41.464511,-81.567476,,,0,,0,POINT (-81.567476 41.464511),
991,02927,,CHAGRIN BLVD & GLENCAIRN RD,,41.464472,-81.551962,,,0,,0,POINT (-81.551962 41.464472),
992,02928,,CHAGRIN BLVD & GLENCAIRN RD,,41.464603,-81.551586,,,0,,0,POINT (-81.551586 41.464603),
993,02930,,CHAGRIN BLVD & INGLESIDE RD,,41.464453,-81.555711,,,0,,0,POINT (-81.555711 41.464453),
994,02931,,CHAGRIN BLVD & INGLESIDE RD,,41.464582,-81.555345,,,0,,0,POINT (-81.555345 41.464582),
995,02935,,CHAGRIN BLVD & LEE RD,,41.464355,-81.565392,,,0,,0,POINT (-81.565392 41.464355),
996,02936,,CHAGRIN BLVD & LEE RD,,41.464595,-81.564608,,,0,,0,POINT (-81.564608 41.464595),
997,02937,,CHAGRIN BLVD & LUDGATE RD,,41.464491,-81.569594,,,0,,0,POINT (-81.569594 41.464491),
998,02938,,CHAGRIN BLVD & LYNNFIELD RD,,41.464482,-81.547636,,,0,,0,POINT (-81.547636 41.464482),
999,02939,,CHAGRIN BLVD & LYNNFIELD RD,,41.464614,-81.546635,,,0,,0,POINT (-81.546635 41.464614),
1000,02942,,CHAGRIN BLVD & MAPLE CREST RD,,41.462292,-81.483641,,,0,,0,POINT (-81.483641 41.462292),
1001,02943,,CHAGRIN BLVD & MARYLAND AV,,41.462441,-81.479979,,,0,,0,POINT (-81.479979 41.462441),
1002,02944,,CHAGRIN BLVD & MENLO RD,,41.464383,-81.571351,,,0,,0,POINT (-81.571351 41.464383),
1003,02946,,CHAGRIN BLVD & NORWOOD RD,,41.464486,-81.543831,,,0,,0,POINT (-81.543831 41.464486),
1004,02947,,CHAGRIN BLVD & NORWOOD RD,,41.464606,-81.544109,,,0,,0,POINT (-81.544109 41.464606),
1005,02949,,CHAGRIN BLVD & RICHMOND RD,,41.464346,-81.498155,,,0,,0,POINT (-81.498155 41.464346),
1006,02954,,CHAGRIN BLVD & S GREEN RD,,41.464553,-81.516613,,,0,,0,POINT (-81.516613 41.464553),
1007,02958,,CHAGRIN BLVD & WARRENSVILLE CTR RD,,41.464674,-81.535819,,,0,,0,POINT (-81.535819 41.464674),
1008,02960,,CHARDON RD & BRUSH RD,,41.578913,-81.493847,,,0,,0,POINT (-81.493847 41.578913),
1009,02961,,27100 CHARDON RD (UNIVERSITY HOSPITAL),,41.581469,-81.489288,,,0,,0,POINT (-81.489288 41.581469),
1010,02963,,CHARDON RD & E 200TH ST,,41.575723,-81.539044,,,0,,0,POINT (-81.539044 41.575723),
1011,02964,,CHARDON RD & EUCLID AV,,41.569945,-81.533952,,,0,,0,POINT (-81.533952 41.569945),
1012,02965,,CHARDON RD & NORTH ST,,41.570657,-81.534421,,,0,,0,POINT (-81.534421 41.570657),
1013,02966,,CHARDON RD & RICHMOND RD,,41.576394,-81.495373,,,0,,0,POINT (-81.495373 41.576394),
1014,02970,,CHESTER AV & E 12TH ST,,41.502194,-81.684598,,,0,,0,POINT (-81.684598 41.502194),
1015,02973,,CHESTER AV & E 17TH ST,,41.503145,-81.680573,,,0,,0,POINT (-81.680573 41.503145),
1016,02976,,CHESTER AV & E 18TH ST,,41.503301,-81.678975,,,0,,0,POINT (-81.678975 41.503301),
1017,02983,,CHESTNUT LN & CHARDON RD,,41.582054,-81.489195,,,0,,0,POINT (-81.489195 41.582054),
1018,02984,,CHESTNUT LN & RUTH ELLEN DR,,41.582955,-81.489914,,,0,,0,POINT (-81.489914 41.582955),
1019,02985,,CHESTNUT LN & RUTH ELLEN DR,,41.583164,-81.490246,,,0,,0,POINT (-81.490246 41.583164),
1020,02986,,CHEVROLET BLVD & DEBORAH DR,,41.412607,-81.76877,,,0,,0,POINT (-81.76877 41.412607),
1021,02987,,CHEVROLET BLVD & DEBORAH DR,,41.412622,-81.768884,,,0,,0,POINT (-81.768884 41.412622),
1022,03004,,CLAGUE RD & LAKE RD,,41.482308,-81.881782,,,0,,0,POINT (-81.881782 41.482308),
1023,03005,,CLAGUE RD & LAKE RD,,41.482084,-81.881928,,,0,,0,POINT (-81.881928 41.482084),
1024,03009,,CLAGUE RD & WOLF RD PARK-N-RIDE,,41.480032,-81.881918,,,0,,0,POINT (-81.881918 41.480032),
1025,03014,,CLAGUE RD & WOLF RD,,41.479604,-81.882172,,,0,,0,POINT (-81.882172 41.479604),
1026,03015,,CLARK AV & FULTON RD,,41.469737,-81.707305,,,0,,0,POINT (-81.707305 41.469737),
1027,03016,,CLARK AV & FULTON RD,,41.469866,-81.707191,,,0,,0,POINT (-81.707191 41.469866),
1028,03017,,CLARK AV & W 16TH ST,,41.469946,-81.69396,,,0,,0,POINT (-81.69396 41.469946),
1029,03018,,CLARK AV & W 16TH ST,,41.470041,-81.693721,,,0,,0,POINT (-81.693721 41.470041),
1030,03019,,CLARK AV & W 30TH ST,,41.469835,-81.701274,,,0,,0,POINT (-81.701274 41.469835),
1031,03021,,CLARK AV & W 32ND ST,,41.469895,-81.704233,,,0,,0,POINT (-81.704233 41.469895),
1032,03022,,CLARK AV & W 32ND ST,,41.46979,-81.703997,,,0,,0,POINT (-81.703997 41.46979),"('39',)"
1033,03023,,CLARK AV & W 38TH ST,,41.46969,-81.710366,,,0,,0,POINT (-81.710366 41.46969),"('10', '39')"
1034,03024,,CLARK AV & W 38TH ST,,41.469816,-81.710355,,,0,,0,POINT (-81.710355 41.469816),"('10', '39')"
1035,03025,,CLARK AV & W 41ST ST,,41.46967,-81.713499,,,0,,0,POINT (-81.713499 41.46967),"('10', '39')"
1036,03026,,CLARK AV & W 41ST ST,,41.469749,-81.71368,,,0,,0,POINT (-81.71368 41.469749),"('10', '39')"
1037,03027,,CLARK AV & W 44TH ST,,41.469619,-81.717031,,,0,,0,POINT (-81.717031 41.469619),"('10', '37', '94', '39')"
1038,03028,,CLARK AV & W 44TH ST,,41.469728,-81.716374,,,0,,0,POINT (-81.716374 41.469728),"('10',)"
1039,03029,,CLARK AV & W 47TH ST,,41.469692,-81.719013,,,0,,0,POINT (-81.719013 41.469692),"('10',)"
1040,03030,,CLARK AV & W 48TH ST,,41.469619,-81.720215,,,0,,0,POINT (-81.720215 41.469619),"('10',)"
1041,03031,,CLARK AV & W 52ND ST,,41.469593,-81.722949,,,0,,0,POINT (-81.722949 41.469593),"('10',)"
1042,03032,,CLARK AV & W 53RD ST,,41.469698,-81.722521,,,0,,0,POINT (-81.722521 41.469698),
1043,03033,,CLARK AV & W 56TH ST,,41.469614,-81.724779,,,0,,0,POINT (-81.724779 41.469614),
1044,03034,,CLARK AV & W 56TH ST,,41.469712,-81.724314,,,0,,0,POINT (-81.724314 41.469712),
1045,03035,,CLARK AV & W 61ST ST,,41.469585,-81.727862,,,0,,0,POINT (-81.727862 41.469585),
1046,03036,,CLARK AV & W 61ST ST,,41.469704,-81.72737,,,0,,0,POINT (-81.72737 41.469704),
1047,03037,,CLARK AV & W 65TH ST,,41.469567,-81.729761,,,0,,0,POINT (-81.729761 41.469567),
1048,03038,,CLARK AV & W 70TH ST,,41.469537,-81.73298,,,0,,0,POINT (-81.73298 41.469537),
1049,03039,,CLARK AV & W 70TH ST,,41.469633,-81.733234,,,0,,0,POINT (-81.733234 41.469633),
1050,03041,,GRANADA BLVD & CLARKWOOD PKWY,,41.439494,-81.520644,,,0,,0,POINT (-81.520644 41.439494),
1051,03042,,CLARKWOOD PKWY & NORTHFIELD RD,,41.442423,-81.527304,,,0,,0,POINT (-81.527304 41.442423),
1052,03048,,CLIFTON BLVD & BALTIC RD,,41.483936,-81.749647,,,0,,0,POINT (-81.749647 41.483936),
1053,03050,,CLIFTON BLVD & BELLE AV,,41.491657,-81.796764,,,0,,0,POINT (-81.796764 41.491657),
1054,03051,,CLIFTON BLVD & BELLE AV,,41.491867,-81.796737,,,0,,0,POINT (-81.796737 41.491867),
1055,03052,,CLIFTON BLVD & BUNTS RD,,41.49121,-81.789514,,,0,,0,POINT (-81.789514 41.49121),
1056,03054,,CLIFTON BLVD & COOK AV,,41.49194,-81.800719,,,0,,0,POINT (-81.800719 41.49194),
1057,03055,,CLIFTON BLVD & COVE AV,,41.488873,-81.774981,,,0,,0,POINT (-81.774981 41.488873),
1058,03056,,CLIFTON BLVD & CRANFORD AV,,41.491844,-81.80991,,,0,,0,POINT (-81.80991 41.491844),
1059,03061,,CLIFTON BLVD & FRY AV,,41.488289,-81.772402,,,0,,0,POINT (-81.772402 41.488289),
1060,03064,,CLIFTON BLVD & GRANGER AV,,41.491296,-81.816463,,,0,,0,POINT (-81.816463 41.491296),
1061,03067,,CLIFTON BLVD & LAKE AV,,41.484553,-81.746895,,,0,,0,POINT (-81.746895 41.484553),
1062,03068,,CLIFTON BLVD & LAKE AV,,41.484918,-81.746403,,,0,,0,POINT (-81.746403 41.484918),
1063,03072,,CLIFTON BLVD & NICHOLSON AV,,41.490767,-81.783056,,,0,,0,POINT (-81.783056 41.490767),
1064,03074,,CLIFTON BLVD & NICHOLSON AV,,41.490966,-81.783131,,,0,,0,POINT (-81.783131 41.490966),
1065,03076,,CLIFTON BLVD & SUMMIT AV,,41.491799,-81.806652,,,0,,0,POINT (-81.806652 41.491799),"('55',)"
1066,03077,,CLIFTON BLVD & SUMMIT AV,,41.491992,-81.807392,,,0,,0,POINT (-81.807392 41.491992),
1067,03079,,CLIFTON BLVD & W 104TH ST,,41.485356,-81.756178,,,0,,0,POINT (-81.756178 41.485356),
1068,03080,,CLIFTON BLVD & W 104TH ST,,41.485183,-81.756544,,,0,,0,POINT (-81.756544 41.485183),
1069,03083,,CLIFTON BLVD & W 110TH ST,,41.48615,-81.760746,,,0,,0,POINT (-81.760746 41.48615),
1070,03084,,CLIFTON BLVD & W 110TH ST,,41.486038,-81.761258,,,0,,0,POINT (-81.761258 41.486038),
1071,03089,,CLIFTON BLVD & W 115TH ST,,41.486867,-81.765773,,,0,,0,POINT (-81.765773 41.486867),
1072,03090,,CLIFTON BLVD & W 115TH ST,,41.487102,-81.765964,,,0,,0,POINT (-81.765964 41.487102),
1073,03091,,CLIFTON BLVD & W 117TH ST,,41.487327,-81.768227,,,0,,0,POINT (-81.768227 41.487327),"('50',)"
1074,03092,,CLIFTON BLVD & W 117TH ST,,41.487449,-81.768046,,,0,,0,POINT (-81.768046 41.487449),
1075,03095,,CLIFTON BLVD & WARREN RD,,41.491692,-81.798894,,,0,,0,POINT (-81.798894 41.491692),
1076,03097,,CLIFTON BLVD & WEBB RD,,41.491242,-81.820564,,,0,,0,POINT (-81.820564 41.491242),
1077,03098,,CLIFTON BLVD & WEST BLVD,,41.484512,-81.752815,,,0,,0,POINT (-81.752815 41.484512),
1078,03100,,CLIFTON BLVD & WESTLAKE AV,,41.491606,-81.810497,,,0,,0,POINT (-81.810497 41.491606),
1079,03169,,COLUMBUS ST & ARCHER RD,,41.400652,-81.521249,,,0,,0,POINT (-81.521249 41.400652),
1080,03170,,COLUMBUS ST & ARCHER RD,,41.400508,-81.521225,,,0,,0,POINT (-81.521225 41.400508),
1081,03171,,COLUMBUS ST & BARTLETT RD,,41.401461,-81.517127,,,0,,0,POINT (-81.517127 41.401461),
1082,03173,,COLUMBUS RD & BEAR CREEK DR,,41.40217,-81.510458,,,0,,0,POINT (-81.510458 41.40217),
1083,03176,,COLUMBUS RD & DARLINGTON RD,,41.399231,-81.523898,,,0,,0,POINT (-81.523898 41.399231),
