,stop_id,trip_sequence,trip_id,route_id,stop_name,route_name,minute_delay,oid_max,actual_arrival_time_max,actual_arrival_time_min,planned_arrival_seconds_since_midnight_max,planned_arrival_seconds_since_midnight_min
254,13475,25,11403766_M11,35,24th St & Hoffman Ave,35,0.8,909627,2023-12-07 17:06:25.000000,2023-12-07 17:06:25.000000,61539.0,61539.0
255,13476,20,11430149_M11,48,24th St & Mission St,48,0.9,910381,2023-12-07 17:11:51.000000,2023-12-07 17:11:51.000000,61860.0,61860.0
256,13478,26,11430148_M11,48,24th St & Noe St,48,1.9,890781,2023-12-07 17:04:37.000000,2023-12-07 17:04:37.000000,61363.0,61363.0
257,13480,15,11430149_M11,48,24th St & Potrero Ave,48,0.0,910381,2023-12-07 17:03:14.000000,2023-12-07 17:03:14.000000,61415.0,61415.0
258,13481,25,11430148_M11,48,24th St & Sanchez St,48,1.6,890781,2023-12-07 17:03:24.000000,2023-12-07 17:03:24.000000,61306.0,61306.0
259,13482,43,11430232_M11,48,24th St & Sanchez St,48,0.0,884747,2023-12-07 17:06:57.000000,2023-12-07 17:06:57.000000,61679.0,61679.0
260,13483,19,11430149_M11,48,24th St & South Van Ness Ave,48,0.5,910381,2023-12-07 17:09:44.000000,2023-12-07 17:09:44.000000,61757.0,61757.0
261,13485,21,11430149_M11,48,24th St & Valencia St,48,1.2,910381,2023-12-07 17:13:08.000000,2023-12-07 17:13:08.000000,61916.0,61916.0
262,13490,74,11435043_M11,29,25th Ave & Balboa St,29,2.9,901464,2023-12-07 17:10:52.000000,2023-12-07 17:10:52.000000,61680.0,61680.0
263,13498,4,11434936_M11,29,25th Ave & El Camino Del Mar,29,0.5,898429,2023-12-07 17:00:50.000000,2023-12-07 17:00:50.000000,61219.0,61219.0
264,13514,30,11434346_M11,24,26th St & Castro St,24,0.0,910474,2023-12-07 17:20:00.000000,2023-12-07 17:00:44.000000,62461.0,61381.0
265,13516,25,11397663_M11,19,26th St & De Haro St,19,0.0,909462,2023-12-07 17:14:26.000000,2023-12-07 17:14:26.000000,62083.0,62083.0
266,13520,29,11434346_M11,24,26th St & Noe St,24,0.0,910474,2023-12-07 17:19:12.000000,2023-12-07 16:59:59.000000,62414.0,61334.0
267,13521,31,11434240_M11,24,26th St & Noe St,24,0.0,910455,2023-12-07 17:13:38.000000,2023-12-07 17:03:38.000000,62096.0,61496.0
268,13522,26,11397663_M11,19,26th St & Rhode Island St,19,0.0,909463,2023-12-07 17:14:40.000000,2023-12-07 16:59:40.000000,62103.0,61203.0
269,13524,24,11397663_M11,19,26th St & Wisconsin St,19,0.0,909462,2023-12-07 17:14:04.000000,2023-12-07 17:14:04.000000,62054.0,62054.0
270,13535,23,11434347_M11,24,30th St & Church St,24,0.0,910475,2023-12-07 17:25:26.000000,2023-12-07 17:05:26.000000,62809.0,61609.0
271,13537,8,11414333_M11,J,30th St & Dolores St,J,0.3,910059,2023-12-07 17:15:35.000000,2023-12-07 17:01:35.000000,62116.0,61276.0
272,13537,22,11434347_M11,24,30th St & Dolores St,24,0.03333333333333333,910475,2023-12-07 17:24:34.000000,2023-12-07 17:04:34.000000,62750.0,61550.0
273,13540,21,11434347_M11,24,30th St & Mission St,24,0.0,910475,2023-12-07 17:23:00.000000,2023-12-07 17:03:00.000000,62700.0,61500.0
274,13542,25,11434347_M11,24,30th St & Noe St,24,0.0,910475,2023-12-07 17:26:55.000000,2023-12-07 17:06:55.000000,62921.0,61721.0
275,13543,24,11434347_M11,24,30th St & Sanchez St,24,0.0,910475,2023-12-07 17:26:11.000000,2023-12-07 17:06:11.000000,62865.0,61665.0
276,13545,38,11404398_M11,38,32nd Ave & Balboa St,38,0.0,909672,2023-12-07 16:53:29.000000,2023-12-07 16:53:29.000000,61367.0,61367.0
277,13546,4,11389806_M11,1,32nd Ave & California St,1,0.1,909133,2023-12-07 17:06:01.000000,2023-12-07 17:06:01.000000,61557.0,61557.0
278,13548,3,11389806_M11,1,32nd Ave & Clement St,1,0.1,909133,2023-12-07 17:05:25.000000,2023-12-07 17:05:25.000000,61521.0,61521.0
279,13551,6,11397311_M11,18,33rd Ave & Anza St,18,0.3,909441,2023-12-07 17:22:07.000000,2023-12-07 17:02:07.000000,62510.0,61310.0
280,13551,36,11404398_M11,38,33rd Ave & Anza St,38,0.0,909672,2023-12-07 16:51:45.000000,2023-12-07 16:51:45.000000,61295.0,61295.0
281,13552,39,11397365_M11,18,33rd Ave & Anza St,18,4.0,909448,2023-12-07 17:21:12.000000,2023-12-07 17:21:12.000000,62234.0,62234.0
282,13553,38,11397365_M11,18,33rd Ave & Balboa St,18,4.0,909448,2023-12-07 17:20:33.000000,2023-12-07 17:20:33.000000,62192.0,62192.0
283,13554,7,11397311_M11,18,33rd Ave & Balboa St,18,0.3,909441,2023-12-07 17:22:58.000000,2023-12-07 17:02:58.000000,62558.0,61358.0
284,13554,37,11404398_M11,38,33rd Ave & Balboa St,38,0.0,909672,2023-12-07 16:52:41.000000,2023-12-07 16:52:41.000000,61334.0,61334.0
285,13555,2,11389806_M11,1,33rd Ave & Clement St,1,0.0,909133,2023-12-07 17:04:42.000000,2023-12-07 17:04:42.000000,61489.0,61489.0
286,13555,41,11397365_M11,18,33rd Ave & Clement St,18,4.6,909448,2023-12-07 17:23:04.000000,2023-12-07 17:23:04.000000,62307.0,62307.0
287,13556,4,11397311_M11,18,33rd Ave & Clement St,18,0.0,909441,2023-12-07 17:20:10.000000,2023-12-07 17:00:10.000000,62418.0,61218.0
288,13558,5,11397311_M11,18,33rd Ave & Geary Blvd,18,0.3,909441,2023-12-07 17:21:15.000000,2023-12-07 17:01:15.000000,62460.0,61260.0
289,13559,40,11397365_M11,18,33rd Ave & Geary Blvd,18,4.2,909448,2023-12-07 17:22:10.000000,2023-12-07 17:22:10.000000,62280.0,62280.0
290,13560,35,11404398_M11,38,33rd Ave & Geary Blvd,38,0.0,909672,2023-12-07 16:50:56.000000,2023-12-07 16:50:56.000000,61260.0,61260.0
291,13565,8,11430234_M11,48,39th Ave & Rivera St,48,0.0,910392,2023-12-07 17:05:27.000000,2023-12-07 17:05:27.000000,61625.0,61625.0
292,13567,2,11404472_M11,38,43rd Ave & Clement St,38,0.0,909694,2023-12-07 17:11:17.000000,2023-12-07 17:11:17.000000,62023.0,62023.0
293,13568,3,11404472_M11,38,43rd Ave & Point Lobos Ave,38,0.4,909694,2023-12-07 17:14:38.000000,2023-12-07 17:14:38.000000,62055.0,62055.0
294,13570,5,11403120_M11,31,45th Ave & Balboa St,31,0.0,909598,2023-12-07 17:01:57.000000,2023-12-07 17:01:57.000000,61326.0,61326.0
295,13570,33,11397365_M11,18,45th Ave & Balboa St,18,4.4,909448,2023-12-07 17:16:32.000000,2023-12-07 17:16:32.000000,61927.0,61927.0
296,13571,12,11397311_M11,18,45th Ave & Balboa St,18,0.0,909441,2023-12-07 17:27:00.000000,2023-12-07 17:07:00.000000,62822.0,61622.0
297,13572,4,11403120_M11,31,45th Ave & Cabrillo St,31,0.0,909598,2023-12-07 17:01:20.000000,2023-12-07 17:01:20.000000,61288.0,61288.0
298,13572,32,11397365_M11,18,45th Ave & Cabrillo St,18,4.4,909448,2023-12-07 17:15:51.000000,2023-12-07 17:15:51.000000,61885.0,61885.0
299,13573,13,11397311_M11,18,45th Ave & Cabrillo St,18,0.0,909441,2023-12-07 17:27:39.000000,2023-12-07 17:07:39.000000,62865.0,61665.0
300,13574,20,11397311_M11,18,46th Ave & Irving St,18,1.3,909440,2023-12-07 17:14:37.000000,2023-12-07 17:14:37.000000,62002.0,62002.0
301,13575,24,11397365_M11,18,46th Ave & Irving St,18,3.6,909448,2023-12-07 17:09:06.000000,2023-12-07 17:09:06.000000,61531.0,61531.0
302,13576,21,11397311_M11,18,46th Ave & Judah St,18,1.3,909440,2023-12-07 17:15:19.000000,2023-12-07 17:15:19.000000,62040.0,62040.0
303,13577,23,11397365_M11,18,46th Ave & Judah St,18,3.5,909448,2023-12-07 17:08:28.000000,2023-12-07 17:08:28.000000,61500.0,61500.0
304,13578,22,11397311_M11,18,46th Ave & Kirkham St,18,1.4,909440,2023-12-07 17:16:00.000000,2023-12-07 17:16:00.000000,62078.0,62078.0
305,13579,22,11397365_M11,18,46th Ave & Kirkham St,18,3.4,909448,2023-12-07 17:07:43.000000,2023-12-07 17:07:43.000000,61457.0,61457.0
306,13580,23,11397311_M11,18,46th Ave & Lawton St,18,1.4,909440,2023-12-07 17:16:40.000000,2023-12-07 17:16:40.000000,62117.0,62117.0
307,13581,21,11397365_M11,18,46th Ave & Lawton St,18,3.4,909448,2023-12-07 17:07:05.000000,2023-12-07 17:07:05.000000,61420.0,61420.0
308,13582,25,11397365_M11,18,46th Ave & Lincoln Way,18,3.9,909448,2023-12-07 17:09:53.000000,2023-12-07 17:09:53.000000,61562.0,61562.0
309,13583,19,11397311_M11,18,46th Ave & Lincoln Way,18,1.1,909440,2023-12-07 17:13:57.000000,2023-12-07 17:13:57.000000,61973.0,61973.0
310,13584,24,11397311_M11,18,46th Ave & Moraga St,18,1.4,909440,2023-12-07 17:17:18.000000,2023-12-07 17:17:18.000000,62156.0,62156.0
311,13585,20,11397365_M11,18,46th Ave & Moraga St,18,3.4,909449,2023-12-07 17:26:29.000000,2023-12-07 17:06:29.000000,62584.0,61384.0
312,13586,19,11397365_M11,18,46th Ave & Noriega St,18,3.3,909449,2023-12-07 17:25:44.000000,2023-12-07 17:05:44.000000,62546.0,61346.0
